,,Position (Deg.),,,Concentration (µg/m3),,,Wind,,Air Temperature (Deg. C.),,,Humidity (Percent),,,Barometer,Battery Voltage (volts),,,Air Flow (totalizer),,,Concentration by Hour,,,,,,,,,,,,,,,,,,,,,,,
Date,Station,Latitude,Longitude,Station Chart Link,Mean,Max,Min,Ave Vel. (m/s),V. Dir. (Deg),Mean,Max,Min,Mean,Max,Min,Baro. Pressure (mbars),Mean,Max,Min,Mean,Time of latest ob,Airfire QC Report Link,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
04/24/17,Smoke #13,39.6465,-106.3888,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm13+24+04+17+M,1,3,0,0.3,2,81.5,90.4,74.6,52,89,19,741.6,14.3,14.4,14.1,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=sm13,4.00,3.00,3.00,3.00,2.00,1.00,2.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,1.00,2.00
04/24/17,Smoke RMK 117 (Smoke #22),39.7143,-105.1239,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm22+24+04+17+M,0,1,0,0.3,-9999,18.9,19.2,18.6,1,-9999,-9999,811.6,14.1,14.1,14.1,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm22,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.00
04/24/17,Smoke RMK 118 (Smoke #23),26.1675,-81.0753,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm23+24+04+17+M,3,37,0,1.2,-9999,26.1,34.6,21.0,83,97,49,1007.0,14.0,14.0,13.9,2.00,20:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm23,0.00,2.00,4.00,37.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,2.00,2.00,2.00,1.00,2.00,2.00,-9999,-9999,-9999
04/24/17,Smoke RMK 121 (Smoke #68),37.0556,-88.1199,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm68+24+04+17+M,0,1,0,1.2,343,14.9,26.3,7.4,65,86,44,991.1,14.3,14.4,14.1,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm68,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
04/24/17,Smoke USFS R1-53,48.8978,-115.0584,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids153+24+04+17+M,4,19,2,1.1,270,8.8,13.6,5.7,80,94,52,913.9,14.4,14.4,14.3,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=s153,2.00,2.00,5.00,4.00,4.00,6.00,7.00,6.00,19.00,5.00,4.00,4.00,3.00,3.00,4.00,4.00,3.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00
04/24/17,Smoke USFS R2-69,38.9792,-105.3531,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids269+24+04+17+M,2,5,0,0.3,1,12.2,21.6,1.7,1,1,0,746.6,14.3,14.4,14.1,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=s269,0.00,1.00,1.00,2.00,2.00,3.00,4.00,5.00,5.00,5.00,5.00,4.00,3.00,4.00,4.00,2.00,1.00,0.00,0.00,0.00,0.00,1.00,2.00,1.00
04/24/17,Smoke USFS R2-78,39.7143,-105.1239,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids278+24+04+17+M,15,26,0,0.3,-9999,16.3,26.9,11.1,0,1,0,814.7,14.2,14.4,14.1,2.00,14:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=s278,0.00,0.00,0.00,4.00,8.00,10.00,12.00,17.00,22.00,23.00,24.00,18.00,19.00,23.00,26.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/24/17,Smoke USFS R3-28,35.6715,-105.9557,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids328+24+04+17+M,5,29,-3,2.2,227,14.0,20.3,6.4,0,-9999,-9999,-9999,14.3,14.3,14.2,16.70,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=s328,-2.00,5.00,9.00,3.00,-3.00,2.00,6.00,0.00,2.00,2.00,-2.00,9.00,-2.00,7.00,29.00,23.00,2.00,5.00,-2.00,-1.00,6.00,7.00,-1.00,5.00
04/24/17,Smoke USFS R3-86,35.6871,-105.8956,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids386+24+04+17+M,2,19,-5,0.7,241,13.8,23.1,2.3,0,-9999,-9999,-9999,14.2,14.2,14.1,16.69,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=s386,-9999,-5.00,4.00,-3.00,5.00,0.00,0.00,-1.00,1.00,1.00,3.00,3.00,1.00,3.00,-3.00,1.00,19.00,6.00,1.00,8.00,1.00,1.00,5.00,-1.00
