,,Position (Deg.),,,Concentration (µg/m3),,,Wind,,Air Temperature (Deg. C.),,,Humidity (Percent),,,Barometer,Battery Voltage (volts),,,Air Flow (totalizer),,,Concentration by Hour,,,,,,,,,,,,,,,,,,,,,,,
Date,Station,Latitude,Longitude,Station Chart Link,Mean,Max,Min,Ave Vel. (m/s),V. Dir. (Deg),Mean,Max,Min,Mean,Max,Min,Baro. Pressure (mbars),Mean,Max,Min,Mean,Time of latest ob,Airfire QC Report Link,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
03/25/15,Smoke #13,43.878,-121.4535,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm13+25+03+15+M,0,1,0,2.7,212,6.4,12.9,3.2,77,92,61,877.6,14.3,14.4,14.1,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=sm13,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
03/25/15,Smoke RMK 104 (Smoke #15),39.8859,-105.7635,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm15+25+03+15+M,1,3,0,2.5,317,0.3,5.2,-3.8,73,91,46,724.0,13.9,14.4,12.8,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm15,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00
03/25/15,Smoke RMK 105 (Smoke #17),39.9101,-105.7978,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm17+25+03+15+M,2,12,0,0.3,2,2.1,10.3,-3.0,67,88,36,725.2,14.4,14.4,14.4,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm17,0.00,0.00,1.00,12.00,11.00,11.00,11.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00
03/25/15,Smoke RMK 109 (Smoke #84),47.5422,-116.2551,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids284+25+03+15+M,1,6,0,0.4,234,5.6,8.5,3.7,95,98,86,937.1,14.4,14.4,14.4,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s284,2.00,0.00,0.00,0.00,0.00,6.00,0.00,3.00,4.00,2.00,2.00,2.00,1.00,0.00,0.00,0.00,6.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00
03/25/15,Smoke RMK 112 (Smoke #11),44.037,-121.3397,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm11+25+03+15+M,1,2,0,3.0,-9999,12.7,14.5,9.8,62,70,56,890.4,13.8,14.1,13.0,1.70,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.00,0.00,0.00,1.00,1.00,2.00,2.00
03/25/15,Smoke RMK 115 (Smoke #20),47.1109,-116.3929,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm20+25+03+15+M,25,227,0,1.3,165,5.8,12.1,2.4,89,99,62,-9999,14.4,14.4,14.3,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm20,0.00,1.00,1.00,2.00,3.00,2.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,2.00,1.00,1.00,1.00,164.00,119.00,11.00,8.00,227.00,0.00,17.00
03/25/15,Smoke RMK 116 (Smoke #21),39.9191,-105.7846,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm21+25+03+15+M,1,2,0,1.1,147,4.3,10.6,-0.7,68,90,40,-9999,14.4,14.4,14.4,0.44,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm21,1.00,2.00,2.00,2.00,2.00,2.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00
03/25/15,Smoke RMK 125 (Smoke #216),47.5501,-116.2945,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids216+25+03+15+M,4,20,0,0.6,147,10.0,13.7,7.5,86,92,73,943.4,14.4,14.4,14.3,1.24,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s216,5.00,1.00,7.00,6.00,2.00,1.00,2.00,8.00,19.00,12.00,20.00,6.00,7.00,3.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,3.00
03/25/15,Smoke RMK 126 (Smoke #217),47.5456,-116.1792,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids217+25+03+15+M,3,11,0,0.7,295,10.8,14.5,8.3,88,99,70,944.9,14.4,14.4,14.3,0.45,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s217,0.00,1.00,0.00,1.00,0.00,0.00,0.00,2.00,3.00,8.00,8.00,7.00,8.00,11.00,10.00,7.00,3.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00
