,,Position (Deg.),,,Concentration (µg/m3),,,Wind,,Air Temperature (Deg. C.),,,Humidity (Percent),,,Barometer,Battery Voltage (volts),,,Air Flow (totalizer),,,Concentration by Hour,,,,,,,,,,,,,,,,,,,,,,,
Date,Station,Latitude,Longitude,Station Chart Link,Mean,Max,Min,Ave Vel. (m/s),V. Dir. (Deg),Mean,Max,Min,Mean,Max,Min,Baro. Pressure (mbars),Mean,Max,Min,Mean,Time of latest ob,Airfire QC Report Link,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
09/01/22,Smoke RMK 100 (Smoke #659),42.4997,-123.3715,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids659+01+09+22+M,126,605,31,0.6,274,28.9,45.1,17.0,51,81,14,728.9,13.2,14.5,11.3,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s659,257.00,221.00,169.00,82.00,69.00,90.00,79.00,69.00,58.00,49.00,46.00,53.00,55.00,55.00,51.00,55.00,66.00,192.00,344.00,605.00,274.00,147.00,111.00,49.00
09/01/22,Smoke RMK 102 (Smoke #661),42.2891,-123.2312,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids661+01+09+22+M,71,204,25,0.8,-9999,24.0,40.9,11.7,52,84,14,728.3,14.5,14.5,14.4,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s661,13.00,71.00,204.00,184.00,153.00,91.00,74.00,54.00,45.00,43.00,40.00,39.00,38.00,38.00,37.00,40.00,57.00,68.00,68.00,67.00,78.00,-9999,77.00,43.00
09/01/22,Smoke RMK 103 (Smoke #662),44.5169,-116.0416,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids662+01+09+22+M,25,55,12,0.6,123,23.4,35.5,11.8,45,79,10,642.4,14.6,14.6,14.5,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s662,30.00,13.00,50.00,38.00,13.00,13.00,12.00,17.00,21.00,24.00,22.00,19.00,21.00,24.00,28.00,25.00,23.00,55.00,48.00,12.00,23.00,39.00,21.00,18.00
09/01/22,Smoke RMK 105 (Smoke #17),44.7312,-116.0808,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm17+01+09+22+M,12,38,3,0.5,0,18.4,32.7,6.0,45,79,14,6.4,14.5,14.5,14.4,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm17,3.00,3.00,3.00,4.00,5.00,5.00,5.00,6.00,5.00,5.00,5.00,5.00,5.00,6.00,7.00,6.00,7.00,9.00,8.00,29.00,38.00,38.00,34.00,23.00
09/01/22,Smoke RMK 113 (Smoke #16),39.7144,-105.1239,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm16+01+09+22+M,1,2,0,0.8,179,26.5,36.8,16.6,30,51,11,829.2,14.1,14.2,14.0,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm16,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
09/01/22,Smoke RMK 114 (Smoke #19),45.2538,-113.8883,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm19+01+09+22+M,20,44,8,1.2,125,20.1,33.9,8.0,43,78,8,881.3,14.1,14.3,13.9,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm19,16.00,26.00,20.00,10.00,8.00,11.00,17.00,12.00,15.00,17.00,15.00,16.00,14.00,14.00,20.00,16.00,12.00,12.00,24.00,33.00,23.00,42.00,40.00,44.00
09/01/22,Smoke RMK 115 (Smoke #20),39.7143,-105.124,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm20+01+09+22+M,68,178,0,1.2,-9999,25.8,35.5,15.9,29,49,11,828.9,14.0,14.2,13.9,1.99,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm20,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,-9999,161.00,178.00,176.00,174.00,173.00,172.00,171.00,171.00
09/01/22,Smoke RMK 118 (Smoke #23),39.7143,-105.1239,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm23+01+09+22+M,1,3,0,1.0,-9999,20.3,30.0,10.8,87,100,50,828.9,14.0,14.2,13.9,1.98,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm23,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9999,1.00,3.00,3.00,0.00,1.00,1.00,1.00,1.00
09/01/22,Smoke RMK 121 (Smoke #68),44.8518,-113.6193,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm68+01+09+22+M,14,75,0,1.8,114,19.1,32.2,8.2,52,85,20,843.9,14.2,14.4,14.0,1.94,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm68,9.00,12.00,19.00,15.00,12.00,7.00,4.00,2.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,10.00,15.00,23.00,34.00,28.00,31.00,53.00
