,,Position (Deg.),,,Concentration (µg/m3),,,Wind,,Air Temperature (Deg. C.),,,Humidity (Percent),,,Barometer,Battery Voltage (volts),,,Air Flow (totalizer),,,Concentration by Hour,,,,,,,,,,,,,,,,,,,,,,,
Date,Station,Latitude,Longitude,Station Chart Link,Mean,Max,Min,Ave Vel. (m/s),V. Dir. (Deg),Mean,Max,Min,Mean,Max,Min,Baro. Pressure (mbars),Mean,Max,Min,Mean,Time of latest ob,Airfire QC Report Link,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
09/27/18,Smoke #13,37.6409,-112.1707,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm13+27+09+18+M,0,0,0,1.2,337,12.1,29.4,0.2,19,33,5,768.1,14.3,14.4,14.1,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=sm13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
09/27/18,Smoke RMK 104 (Smoke #15),39.5997,-110.8198,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm15+27+09+18+M,4,9,0,0.9,213,17.4,32.1,5.6,22,48,7,833.0,14.2,14.4,13.9,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm15,0.00,3.00,4.00,4.00,5.00,5.00,5.00,5.00,5.00,7.00,6.00,6.00,7.00,7.00,8.00,9.00,5.00,3.00,2.00,1.00,0.00,0.00,0.00,0.00
09/27/18,Smoke RMK 106 (Smoke #66),39.7144,-105.124,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm66+27+09+18+M,2,3,1,1.4,-9999,27.3,31.2,22.1,14,23,11,821.3,14.4,14.4,14.4,1.89,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm66,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.00,2.00,1.00,1.00,1.00,2.00,2.00,1.00
09/27/18,Smoke RMK 110 (Smoke #215),42.553,-124.0577,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids215+27+09+18+M,235,982,15,0.5,141,24.4,32.7,19.0,52,79,18,1005.0,14.2,14.3,14.1,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s215,349.00,74.00,25.00,22.00,20.00,19.00,17.00,15.00,15.00,15.00,17.00,26.00,67.00,138.00,182.00,241.00,290.00,302.00,432.00,636.00,982.00,907.00,633.00,366.00
09/27/18,Smoke RMK 114 (Smoke #19),41.3076,-105.6301,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm19+27+09+18+M,4,15,0,2.0,228,12.9,22.7,4.6,24,38,15,-9999,14.3,14.4,14.1,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm19,1.00,4.00,2.00,1.00,1.00,0.00,15.00,9.00,1.00,5.00,4.00,7.00,8.00,6.00,4.00,4.00,2.00,1.00,2.00,5.00,9.00,1.00,1.00,1.00
09/27/18,Smoke RMK 115 (Smoke #20),37.6242,-112.0874,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm20+27+09+18+M,3,9,0,1.1,352,18.4,34.6,6.9,30,95,5,806.2,14.2,14.4,14.0,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm20,0.00,0.00,1.00,2.00,3.00,3.00,3.00,6.00,4.00,4.00,9.00,5.00,4.00,6.00,5.00,5.00,6.00,3.00,2.00,1.00,1.00,1.00,0.00,0.00
09/27/18,Smoke RMK 116 (Smoke #21),40.0429,-111.7354,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm21+27+09+18+M,8,14,0,0.6,92,15.6,31.4,5.2,38,82,12,-9999,14.3,14.4,14.0,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm21,1.00,4.00,6.00,10.00,13.00,14.00,13.00,13.00,11.00,9.00,10.00,12.00,12.00,12.00,12.00,10.00,8.00,7.00,6.00,5.00,3.00,2.00,0.00,0.00
09/27/18,Smoke RMK 118 (Smoke #23),39.7144,-105.1239,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm23+27+09+18+M,0,4,0,0.3,-9999,16.9,28.2,11.6,26,35,14,824.1,14.2,14.3,14.0,2.00,19:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm23,7.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,-9999,-9999,-9999,-9999
09/27/18,Smoke RMK 119 (Smoke #24),42.5158,-123.429,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm24+27+09+18+M,8,10,3,0.4,177,19.2,39.6,6.0,45,77,7,982.3,14.2,14.4,14.0,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm24,2.00,3.00,5.00,6.00,5.00,8.00,8.00,8.00,7.00,6.00,7.00,6.00,8.00,7.00,9.00,7.00,8.00,8.00,10.00,10.00,9.00,10.00,9.00,8.00
09/27/18,Smoke RMK 125 (Smoke #216),39.5141,-105.5038,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids216+27+09+18+M,2,5,1,2.3,-9999,23.1,24.9,21.2,16,19,14,733.1,14.1,14.1,14.1,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s216,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.00,1.00,2.00,1.00,4.00
09/27/18,Smoke RMK 131 (USFS R2-924),39.7144,-105.1239,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?id2924+27+09+18+M,1,2,1,1.2,-9999,28.4,29.2,27.2,15,18,14,823.5,14.0,14.0,14.0,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=2924,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.00,1.00,1.00
09/27/18,FWS Smoke #1,37.2864,-107.5215,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsmf1+27+09+18+M,12,39,0,1.0,62,12.0,31.0,-1.4,23,43,6,785.9,14.3,14.4,14.1,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=smf1,0.00,0.00,1.00,4.00,5.00,5.00,6.00,9.00,24.00,19.00,31.00,37.00,39.00,30.00,27.00,31.00,19.00,7.00,1.00,1.00,0.00,0.00,0.00,0.00
