,,Position (Deg.),,,Concentration (µg/m3),,,Wind,,Air Temperature (Deg. C.),,,Humidity (Percent),,,Barometer,Battery Voltage (volts),,,Air Flow (totalizer),,,Concentration by Hour,,,,,,,,,,,,,,,,,,,,,,,
Date,Station,Latitude,Longitude,Station Chart Link,Mean,Max,Min,Ave Vel. (m/s),V. Dir. (Deg),Mean,Max,Min,Mean,Max,Min,Baro. Pressure (mbars),Mean,Max,Min,Mean,Time of latest ob,Airfire QC Report Link,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
05/31/22,Smoke RMK 118 (Smoke #23),35.8807,-78.8692,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm23+31+05+22+M,2,4,1,0.3,-9999,29.5,42.1,22.8,62,100,29,1006.0,14.0,14.1,13.9,1.99,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm23,1.00,1.00,3.00,3.00,4.00,4.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,-9999,-9999,-9999,-9999,2.00,2.00,2.00,2.00
05/31/22,Smoke RMK 119 (Smoke #24),39.7143,-105.1239,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm24+31+05+22+M,1,16,0,1.3,181,8.4,16.2,2.3,44,81,14,822.6,14.3,14.4,14.1,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm24,18.00,16.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05/31/22,Smoke RMK 121 (Smoke #68),35.6177,-105.2523,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm68+31+05+22+M,2,4,1,1.9,43,19.2,26.4,10.3,19,31,11,791.8,14.2,14.4,14.1,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm68,4.00,3.00,3.00,2.00,2.00,3.00,2.00,3.00,3.00,3.00,4.00,3.00,2.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00
05/31/22,Smoke RMK 126 (Smoke #217),36.1994,-105.7093,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids217+31+05+22+M,4,7,1,2.2,191,16.1,27.6,4.1,19,37,8,775.1,14.3,14.4,14.1,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s217,2.00,2.00,3.00,5.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,7.00,7.00,4.00,4.00,2.00,2.00,2.00,4.00,1.00,1.00,2.00
05/31/22,Smoke RMK 128 (Smoke #457),35.6087,-106.3483,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids457+31+05+22+M,4,6,3,1.2,194,20.7,34.9,7.8,22,39,9,832.1,14.2,14.4,14.0,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s457,4.00,4.00,4.00,4.00,5.00,6.00,5.00,4.00,4.00,4.00,4.00,4.00,3.00,3.00,4.00,4.00,3.00,5.00,4.00,3.00,4.00,4.00,4.00,4.00
05/31/22,Smoke USFS R3-28,35.6715,-105.9556,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids328+31+05+22+M,1,37,-5,1.8,136,21.4,30.1,12.4,0,1,0,-9999,14.2,14.2,14.1,16.70,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=s328,19.00,-5.00,2.00,5.00,-5.00,-5.00,-5.00,-5.00,-5.00,3.00,0.00,-5.00,-1.00,23.00,37.00,-5.00,-5.00,-5.00,-5.00,-5.00,-5.00,11.00,11.00,-3.00
05/31/22,Smoke USFS R3-86,36.3924,-105.2851,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids386+31+05+22+M,9,19,-5,1.7,187,12.1,21.7,2.1,0,1,0,-9999,13.9,14.0,13.6,16.70,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=s386,14.00,-5.00,7.00,6.00,7.00,8.00,13.00,6.00,8.00,9.00,11.00,9.00,8.00,3.00,4.00,11.00,16.00,14.00,11.00,9.00,13.00,15.00,19.00,13.00
05/31/22,Smoke RMK 401 (EBAM #488),39.7143,-105.1239,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ide488+31+05+22+M,3,15,-7,1.3,179,14.3,20.3,9.8,47,83,22,-9999,11.8,11.8,11.7,12.50,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=e488,-6.00,9.00,-3.00,7.00,2.00,6.00,4.00,14.00,7.00,-4.00,7.00,3.00,3.00,-2.00,-5.00,-6.00,-2.00,3.00,0.00,-5.00,6.00,15.00,8.00,1.00
05/31/22,AQB Smoke EBAM T-1,35.2649,-105.3348,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ideat1+31+05+22+M,9,18,0,1.1,101,17.1,29.3,4.4,0,-9999,-9999,-9999,14.3,14.4,14.2,16.70,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=eat1,10.00,14.00,16.00,10.00,18.00,14.00,11.00,13.00,12.00,10.00,9.00,7.00,10.00,8.00,3.00,3.00,14.00,3.00,2.00,11.00,0.00,5.00,6.00,12.00
05/31/22,AQB Smoke EBAM T-2,34.0596,-106.8984,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ideat2+31+05+22+M,15,54,-5,2.1,219,22.4,30.0,11.3,0,1,0,-9999,14.2,14.3,14.1,16.70,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=eat2,48.00,50.00,13.00,-5.00,-5.00,-5.00,-5.00,-2.00,-5.00,-5.00,-3.00,-5.00,-5.00,-5.00,-3.00,26.00,34.00,42.00,37.00,33.00,19.00,27.00,36.00,54.00
05/31/22,AQB Smoke EBAM T-3,36.5125,-104.921,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ideat3+31+05+22+M,7,15,-1,2.5,290,13.6,24.8,2.2,0,-9999,-9999,-9999,14.2,14.2,14.1,16.70,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=eat3,7.00,2.00,7.00,8.00,8.00,3.00,8.00,6.00,15.00,10.00,8.00,8.00,12.00,5.00,0.00,6.00,13.00,2.00,3.00,3.00,13.00,2.00,-1.00,11.00
