,,Position (Deg.),,,Concentration (µg/m3),,,Wind,,Air Temperature (Deg. C.),,,Humidity (Percent),,,Barometer,Battery Voltage (volts),,,Air Flow (totalizer),,,Concentration by Hour,,,,,,,,,,,,,,,,,,,,,,,
Date,Station,Latitude,Longitude,Station Chart Link,Mean,Max,Min,Ave Vel. (m/s),V. Dir. (Deg),Mean,Max,Min,Mean,Max,Min,Baro. Pressure (mbars),Mean,Max,Min,Mean,Time of latest ob,Airfire QC Report Link,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
09/23/22,Smoke RMK 100 (Smoke #659),39.7144,-105.1239,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids659+23+09+22+M,8,21,1,1.4,180,18.7,30.0,11.7,56,90,11,619.4,14.5,14.5,14.4,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s659,14.00,13.00,16.00,14.00,15.00,18.00,20.00,21.00,14.00,16.00,13.00,5.00,3.00,2.00,2.00,2.00,1.00,1.00,18.00,1.00,1.00,1.00,1.00,1.00
09/23/22,Smoke RMK 107 (Smoke #67),45.4081,-113.9965,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm67+23+09+22+M,6,10,4,0.8,-9999,12.4,19.3,8.6,89,99,55,893.4,14.4,14.5,14.4,2.00,19:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm67,4.00,5.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,5.00,5.00,5.00,5.00,6.00,7.00,7.00,8.00,9.00,10.00,9.00,-9999,-9999,-9999,-9999
09/23/22,Smoke RMK 114 (Smoke #19),39.7143,-105.124,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm19+23+09+22+M,4,72,0,1.3,191,20.1,32.5,13.0,59,94,13,825.7,14.2,14.3,14.0,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm19,1.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,1.00,2.00,2.00,1.00,1.00,1.00,72.00,1.00,1.00,0.00,0.00,0.00
09/23/22,Smoke RMK 124 (Smoke #210),39.7143,-105.1239,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids210+23+09+22+M,6,32,0,1.3,179,18.9,30.6,12.4,63,96,16,825.6,14.2,14.3,14.1,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s210,9.00,11.00,9.00,10.00,10.00,10.00,12.00,14.00,15.00,9.00,11.00,8.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00
09/23/22,Smoke RMK 125 (Smoke #216),37.3071,-107.8783,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids216+23+09+22+M,0,0,0,0.4,88,21.8,34.9,13.0,68,93,25,801.7,14.2,14.4,14.0,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s216,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
09/23/22,Smoke RMK 126 (Smoke #217),39.7143,-105.124,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids217+23+09+22+M,6,18,0,1.3,99,20.0,32.1,13.2,58,94,12,825.6,14.2,14.3,14.1,1.96,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s217,9.00,10.00,11.00,11.00,12.00,14.00,16.00,17.00,11.00,12.00,10.00,4.00,2.00,2.00,2.00,1.00,0.00,0.00,18.00,1.00,0.00,0.00,0.00,0.00
09/23/22,Smoke USFS R1-39,46.5135,-114.0909,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids139+23+09+22+M,11,33,0,1.0,59,14.4,25.9,7.4,74,93,36,901.4,14.4,14.4,14.2,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=s139,1.00,1.00,0.00,1.00,1.00,1.00,1.00,8.00,9.00,8.00,8.00,7.00,4.00,4.00,1.00,6.00,13.00,17.00,19.00,21.00,25.00,29.00,33.00,31.00
09/23/22,Smoke USFS R1-306,48.6238,-116.9545,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?id1306+23+09+22+M,13,38,2,0.4,199,12.6,19.5,7.3,84,94,55,-9999,14.2,14.3,14.1,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=1306,7.00,7.00,7.00,7.00,4.00,2.00,2.00,3.00,4.00,10.00,16.00,28.00,33.00,24.00,31.00,33.00,38.00,24.00,14.00,8.00,5.00,5.00,5.00,6.00
09/23/22,Lolo NF Smoke #1,47.1955,-114.8942,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsml1+23+09+22+M,0,2,0,0.9,72,14.4,22.2,10.7,80,96,37,923.2,14.1,14.2,14.0,0.13,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=sml1,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
