,,Position (Deg.),,,Concentration (µg/m3),,,Wind,,Air Temperature (Deg. C.),,,Humidity (Percent),,,Barometer,Battery Voltage (volts),,,Air Flow (totalizer),,,Concentration by Hour,,,,,,,,,,,,,,,,,,,,,,,
Date,Station,Latitude,Longitude,Station Chart Link,Mean,Max,Min,Ave Vel. (m/s),V. Dir. (Deg),Mean,Max,Min,Mean,Max,Min,Baro. Pressure (mbars),Mean,Max,Min,Mean,Time of latest ob,Airfire QC Report Link,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
11/07/18,Smoke RMK 104 (Smoke #15),40.0771,-105.9296,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm15+07+11+18+M,1,2,0,0.3,217,0.9,11.5,-4.6,60,79,28,755.0,14.4,14.4,14.3,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm15,2.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,1.00,0.00,0.00,0.00,1.00,1.00
11/07/18,Smoke RMK 116 (Smoke #21),40.0735,-106.0979,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm21+07+11+18+M,4,11,0,0.6,31,0.6,11.3,-5.1,66,85,33,-9999,14.4,14.4,14.3,1.90,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm21,0.00,6.00,5.00,4.00,3.00,9.00,7.00,9.00,11.00,10.00,9.00,4.00,6.00,3.00,3.00,3.00,4.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00
11/07/18,Smoke RMK 125 (Smoke #216),39.5141,-105.5038,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids216+07+11+18+M,1,9,0,1.4,297,-4.8,5.3,-12.4,61,85,23,729.8,14.4,14.4,14.4,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s216,2.00,2.00,4.00,3.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00
11/07/18,Smoke RMK 131 (USFS R2-924),39.1276,-105.0754,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?id2924+07+11+18+M,0,0,0,0.4,-9999,-2.3,3.3,-5.4,72,93,48,751.3,14.4,14.4,14.4,2.00,16:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=2924,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/07/18,FWS Smoke #1,39.16,-105.1202,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsmf1+07+11+18+M,4,26,0,0.8,-9999,-3.9,7.1,-8.5,79,93,40,781.4,14.4,14.4,14.4,2.00,16:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=smf1,0.00,0.00,1.00,1.00,2.00,1.00,3.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,3.00,18.00,26.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11/07/18,Smoke USFS R2-69,38.9793,-105.353,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids269+07+11+18+M,2,6,0,0.3,1,-1.3,10.9,-10.4,0,1,0,753.8,14.4,14.4,14.4,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=s269,0.00,0.00,1.00,1.00,2.00,3.00,3.00,3.00,6.00,6.00,4.00,4.00,4.00,3.00,4.00,4.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
11/07/18,Smoke USFS R3-86,35.687,-105.8956,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids386+07+11+18+M,3,32,-5,0.3,201,10.7,22.2,2.9,0,1,0,-9999,14.4,14.4,14.4,16.70,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=s386,-5.00,1.00,0.00,26.00,-2.00,-4.00,2.00,3.00,-5.00,5.00,4.00,2.00,5.00,-5.00,7.00,-5.00,-5.00,-5.00,-5.00,5.00,21.00,-4.00,32.00,4.00
11/07/18,Smoke RMK 407 (EBAM #231),39.7144,-105.124,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ide231+07+11+18+M,8,28,-5,1.3,358,-1.6,3.8,-6.4,58,85,34,-9999,13.7,13.8,13.5,16.68,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=e231,12.00,-1.00,17.00,-5.00,-5.00,26.00,28.00,-5.00,11.00,-3.00,14.00,-4.00,-5.00,20.00,14.00,24.00,9.00,-2.00,11.00,17.00,3.00,0.00,20.00,8.00
11/07/18,Smoke RMK 413 (EBAM #866),39.7144,-105.124,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ide866+07+11+18+M,7,19,-5,1.2,175,-3.3,3.6,-9.3,57,87,33,-9999,13.8,13.9,13.7,16.69,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=e866,-1.00,-1.00,5.00,-5.00,14.00,5.00,1.00,3.00,14.00,-3.00,7.00,13.00,2.00,8.00,10.00,2.00,14.00,15.00,12.00,14.00,19.00,7.00,10.00,12.00
11/07/18,Smoke RMK 415 (EBAM #925),37.4611,-108.5158,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ide925+07+11+18+M,3,23,-5,2.0,337,-0.5,9.4,-8.3,28,44,13,-9999,14.3,14.3,14.3,16.70,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=e925,1.00,-2.00,1.00,-2.00,0.00,2.00,3.00,8.00,-5.00,2.00,2.00,4.00,3.00,-3.00,0.00,2.00,8.00,2.00,10.00,-2.00,23.00,6.00,4.00,-3.00
