,,Position (Deg.),,,Concentration (µg/m3),,,Wind,,Air Temperature (Deg. C.),,,Humidity (Percent),,,Barometer,Battery Voltage (volts),,,Air Flow (totalizer),,,Concentration by Hour,,,,,,,,,,,,,,,,,,,,,,,
Date,Station,Latitude,Longitude,Station Chart Link,Mean,Max,Min,Ave Vel. (m/s),V. Dir. (Deg),Mean,Max,Min,Mean,Max,Min,Baro. Pressure (mbars),Mean,Max,Min,Mean,Time of latest ob,Airfire QC Report Link,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
08/14/24,Smoke RMK 100 (Smoke #659),44.1787,-122.119,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids659+14+08+24+M,7,20,3,0.9,294,17.2,28.9,7.8,67,100,30,965.9,14.4,14.5,14.3,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s659,7.00,3.00,3.00,3.00,3.00,4.00,5.00,6.00,6.00,5.00,5.00,5.00,6.00,7.00,7.00,6.00,6.00,10.00,16.00,9.00,20.00,10.00,5.00,6.00
08/14/24,Smoke RMK 103 (Smoke #662),45.9994,-121.5417,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids662+14+08+24+M,173,1258,2,1.0,168,20.2,30.7,11.6,62,90,35,947.9,14.5,14.6,14.4,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s662,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,44.00,282.00,677.00,957.00,1258.00,805.00,47.00,30.00,5.00,4.00,4.00,4.00,5.00
08/14/24,Smoke RMK 105 (Smoke #17),43.1921,-122.1367,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm17+14+08+24+M,21,104,1,1.3,353,13.8,22.9,4.2,60,86,35,6.3,14.4,14.5,14.3,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm17,6.00,7.00,5.00,3.00,5.00,15.00,13.00,9.00,11.00,24.00,11.00,7.00,6.00,2.00,3.00,9.00,9.00,1.00,6.00,15.00,31.00,64.00,64.00,81.00
08/14/24,Smoke RMK 106 (Smoke #66),39.7144,-105.124,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm66+14+08+24+M,3,4,2,1.3,311,25.2,33.3,19.0,56,88,28,826.1,14.5,14.5,14.4,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm66,4.00,4.00,4.00,4.00,4.00,4.00,4.00,3.00,3.00,3.00,3.00,3.00,3.00,4.00,4.00,3.00,3.00,2.00,2.00,2.00,3.00,3.00,3.00,3.00
08/14/24,Smoke RMK 108 (Smoke #456),45.5341,-121.57,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids456+14+08+24+M,4,5,3,1.5,220,20.9,30.6,14.6,58,76,39,960.6,14.4,14.4,14.3,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s456,2.00,3.00,3.00,3.00,4.00,4.00,4.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
08/14/24,Smoke RMK 109 (Smoke #84),45.4073,-113.9975,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids284+14+08+24+M,6,8,5,1.3,20,23.9,32.9,15.6,36,62,13,889.4,14.5,14.5,14.4,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s284,11.00,5.00,6.00,7.00,7.00,7.00,7.00,7.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,7.00,7.00,8.00,7.00
08/14/24,Smoke RMK 111 (Smoke #455),46.0229,-121.3013,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids455+14+08+24+M,66,180,6,1.0,198,19.1,30.8,10.7,51,72,20,948.5,14.4,14.5,14.4,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s455,10.00,16.00,18.00,22.00,32.00,42.00,30.00,42.00,64.00,89.00,123.00,178.00,180.00,157.00,125.00,106.00,102.00,82.00,54.00,56.00,32.00,13.00,6.00,6.00
08/14/24,Smoke RMK 112 (Smoke #11),48.3086,-120.6567,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm11+14+08+24+M,20,43,7,0.8,26,24.8,34.1,19.1,57,76,29,971.0,14.4,14.4,14.3,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm11,12.00,10.00,10.00,9.00,8.00,7.00,8.00,11.00,19.00,20.00,28.00,34.00,37.00,43.00,38.00,38.00,23.00,22.00,25.00,25.00,19.00,17.00,12.00,10.00
08/14/24,Smoke RMK 113 (Smoke #16),39.7143,-105.1239,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm16+14+08+24+M,1,2,1,1.4,321,23.1,31.4,17.0,51,82,23,826.0,14.5,14.5,14.4,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm16,2.00,2.00,2.00,2.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,1.00
08/14/24,Smoke RMK 115 (Smoke #20),44.1709,-114.927,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm20+14+08+24+M,48,91,24,1.2,241,15.0,26.0,3.6,42,76,16,6.0,14.5,14.5,14.4,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm20,43.00,36.00,42.00,53.00,58.00,77.00,85.00,83.00,91.00,70.00,55.00,47.00,44.00,36.00,35.00,34.00,35.00,42.00,38.00,33.00,29.00,24.00,32.00,37.00
08/14/24,Smoke RMK 119 (Smoke #24),43.312,-123.0709,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm24+14+08+24+M,567065,5625000,23204,0.9,291,23.0,32.9,13.5,58,88,32,989.5,14.5,14.6,14.4,1.99,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm24,27304.00,27478.00,26810.00,27012.00,27501.00,28960.00,30733.00,31298.00,28580.00,26813.00,25514.00,24575.00,24210.00,23807.00,23416.00,23204.00,23828.00,25186.00,27451.00,28267.00,25652.00,26271.00,25625000.00,23188000.00
08/14/24,Smoke RMK 121 (Smoke #68),47.8999,-120.141,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm68+14+08+24+M,11,18,6,1.4,99,24.6,32.7,16.4,46,75,21,967.7,14.4,14.5,14.3,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm68,-9999,7.00,8.00,9.00,8.00,9.00,11.00,14.00,15.00,14.00,10.00,10.00,13.00,12.00,15.00,18.00,11.00,12.00,12.00,9.00,8.00,9.00,8.00,6.00
08/14/24,Smoke RMK 122 (Smoke #69),39.7144,-105.124,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm69+14+08+24+M,0,1,0,2.5,-9999,25.1,26.3,23.9,32,35,29,825.6,14.5,14.5,14.5,1.40,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.00
08/14/24,Smoke RMK 127 (Smoke #454),40.6233,-111.2283,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids454+14+08+24+M,1,2,1,1.7,101,20.3,29.2,14.7,65,92,34,796.8,14.4,14.5,14.4,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s454,1.00,1.00,2.00,2.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00
08/14/24,Smoke RMK 128 (Smoke #457),43.4621,-121.6987,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids457+14+08+24+M,40,123,7,0.5,200,16.7,29.9,3.8,62,88,32,863.8,14.5,14.6,14.4,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s457,29.00,53.00,90.00,123.00,55.00,15.00,8.00,9.00,10.00,12.00,13.00,18.00,30.00,42.00,53.00,65.00,103.00,101.00,23.00,16.00,10.00,7.00,24.00,28.00
08/14/24,Smoke RMK 129 (USFS R2-922),39.7142,-105.1238,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?id2922+14+08+24+M,4,6,0,1.3,-9999,27.4,29.1,25.2,29,44,24,6.2,14.5,14.5,14.4,1.27,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=2922,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.00,3.00,5.00,4.00,-9999,3.00,6.00
