,,Position (Deg.),,,Concentration (µg/m3),,,Wind,,Air Temperature (Deg. C.),,,Humidity (Percent),,,Barometer,Battery Voltage (volts),,,Air Flow (totalizer),,,Concentration by Hour,,,,,,,,,,,,,,,,,,,,,,,
Date,Station,Latitude,Longitude,Station Chart Link,Mean,Max,Min,Ave Vel. (m/s),V. Dir. (Deg),Mean,Max,Min,Mean,Max,Min,Baro. Pressure (mbars),Mean,Max,Min,Mean,Time of latest ob,Airfire QC Report Link,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
08/02/21,Smoke RMK 107 (Smoke #67),38.9941,-119.1613,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm67+02+08+21+M,9,14,6,0.9,-9999,21.4,32.0,14.0,41,56,22,866.8,14.2,14.3,14.1,2.00,18:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm67,12.00,10.00,10.00,10.00,11.00,12.00,14.00,13.00,13.00,12.00,7.00,6.00,6.00,7.00,8.00,8.00,7.00,7.00,7.00,-9999,-9999,-9999,-9999,-9999
08/02/21,Smoke RMK 119 (Smoke #24),48.1653,-118.9841,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm24+02+08+21+M,162,265,118,1.1,287,27.0,40.2,18.2,66,94,23,951.6,14.1,14.2,14.0,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm24,204.00,184.00,173.00,150.00,157.00,153.00,171.00,136.00,128.00,133.00,132.00,132.00,130.00,126.00,125.00,128.00,144.00,159.00,219.00,265.00,256.00,246.00,198.00,131.00
08/02/21,Smoke RMK 125 (Smoke #216),45.4119,-116.3294,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids216+02+08+21+M,0,0,0,0.9,144,28.6,40.9,20.9,49,71,18,948.4,14.0,14.1,14.0,1.98,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s216,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
08/02/21,Smoke #86,45.7574,-112.7823,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm86+02+08+21+M,24,82,1,1.5,130,21.5,30.6,17.3,73,90,37,840.5,14.1,14.1,14.0,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=sm86,8.00,12.00,59.00,11.00,27.00,20.00,34.00,24.00,21.00,13.00,7.00,17.00,10.00,9.00,10.00,41.00,38.00,33.00,27.00,22.00,82.00,56.00,8.00,1.00
08/02/21,Smoke USFS R1-52,47.2532,-115.9205,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids152+02+08+21+M,64,77,50,1.2,-9999,26.2,32.8,19.7,43,55,31,921.0,14.0,14.1,13.9,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=s152,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,77.00
08/02/21,Smoke USFS R1-53,46.5137,-114.091,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids153+02+08+21+M,17,25,6,0.7,275,21.3,26.7,17.6,86,99,62,892.6,14.2,14.2,14.1,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=s153,5.00,6.00,7.00,8.00,15.00,16.00,16.00,15.00,20.00,19.00,21.00,18.00,12.00,16.00,23.00,25.00,23.00,19.00,21.00,17.00,16.00,10.00,15.00,21.00
08/02/21,Smoke USFS R2-65,48.9356,-119.4363,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids265+02+08+21+M,220,405,0,1.0,20,22.5,33.7,18.1,64,80,30,979.2,14.2,14.2,14.0,1.44,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=s265,196.00,210.00,196.00,211.00,229.00,232.00,234.00,237.00,248.00,241.00,238.00,254.00,269.00,282.00,313.00,286.00,317.00,385.00,381.00,405.00,118.00,0.00,0.00,0.00
08/02/21,Smoke USFS R3-28,35.6715,-105.9556,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids328+02+08+21+M,12,46,-5,1.7,352,31.9,-9999,-9999,100,-9999,-9999,-9999,14.1,14.2,13.9,16.69,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=s328,-2.00,-5.00,-4.00,0.00,1.00,2.00,5.00,2.00,13.00,10.00,14.00,20.00,24.00,19.00,24.00,21.00,27.00,46.00,20.00,9.00,11.00,13.00,0.00,5.00
08/02/21,Smoke RMK 408 (EBAM #418),39.7143,-105.1239,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ide418+02+08+21+M,48,48,48,0.9,-9999,18.7,24.1,14.5,51,65,33,-9999,14.4,14.4,14.4,0.00,16:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=e418,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999
08/02/21,Smoke RMK 410 (EBAM #787),43.1221,-121.061,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ide787+02+08+21+M,11,24,-2,1.1,-9999,15.3,31.1,5.7,58,88,13,-9999,14.1,14.1,14.0,15.56,20:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=e787,-1.00,18.00,7.00,11.00,16.00,11.00,10.00,3.00,24.00,9.00,8.00,11.00,-2.00,20.00,8.00,15.00,1.00,10.00,13.00,7.00,15.00,-9999,-9999,-9999
08/02/21,Smoke USFS R1-306,47.4663,-114.8796,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?id1306+02+08+21+M,47,91,28,0.6,15,26.2,34.2,22.9,79,92,42,-9999,14.0,14.0,13.9,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=1306,75.00,71.00,91.00,75.00,69.00,30.00,38.00,37.00,31.00,28.00,32.00,33.00,32.00,32.00,33.00,34.00,38.00,43.00,46.00,41.00,37.00,49.00,70.00,73.00
08/02/21,Smoke USFS R1-307,46.753,-114.0901,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?id1307+02+08+21+M,17,32,12,0.9,174,23.8,31.0,20.5,84,96,50,-9999,14.0,14.0,13.9,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=1307,24.00,16.00,16.00,13.00,14.00,18.00,19.00,15.00,15.00,15.00,14.00,13.00,12.00,13.00,14.00,16.00,19.00,19.00,19.00,27.00,32.00,24.00,15.00,12.00
08/02/21,Smoke USFS 3015,47.6927,-114.1832,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids315+02+08+21+M,8,55,0,1.1,-9999,22.4,28.4,20.2,81,90,54,916.8,10.0,11.9,9.4,0.38,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=s315,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9999,-9999,-9999,-9999,-9999,0.00,12.00,35.00,41.00,-9999
08/02/21,Smoke USFS 3016,45.5485,-113.9309,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids316+02+08+21+M,38,233,0,0.6,104,21.2,27.5,18.0,79,92,49,868.3,14.0,14.1,14.0,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=s316,4.00,2.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,3.00,20.00,33.00,41.00,86.00,170.00,233.00,212.00,54.00,11.00,8.00,10.00,7.00,7.00
08/02/21,Lolo NF Smoke #1,47.1951,-114.8945,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsml1+02+08+21+M,27,50,19,0.7,143,22.9,29.7,20.4,83,94,52,925.5,13.9,14.1,12.7,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=sml1,38.00,37.00,34.00,33.00,30.00,27.00,26.00,22.00,22.00,23.00,23.00,24.00,25.00,23.00,23.00,21.00,19.00,20.00,22.00,23.00,23.00,24.00,38.00,47.00
08/02/21,AQB Smoke EBAM T-1,36.7575,-108.1823,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ideat1+02+08+21+M,5,17,-5,1.0,48,21.5,29.0,16.3,0,1,0,-9999,14.0,14.0,13.8,16.70,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=eat1,-5.00,14.00,13.00,7.00,-3.00,12.00,5.00,8.00,1.00,-5.00,17.00,4.00,-5.00,14.00,16.00,-5.00,12.00,0.00,1.00,7.00,9.00,-2.00,-1.00,5.00
08/02/21,AQB Smoke EBAM T-2,36.7576,-108.1823,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ideat2+02+08+21+M,7,54,-5,1.0,64,18.3,27.9,11.5,1,-9999,-9999,-9999,14.0,14.2,13.7,16.70,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=eat2,7.00,-5.00,-5.00,-2.00,-5.00,12.00,-5.00,2.00,1.00,-3.00,5.00,-1.00,-5.00,0.00,-1.00,4.00,7.00,14.00,11.00,54.00,30.00,23.00,16.00,6.00
