,,Position (Deg.),,,Concentration (µg/m3),,,Wind,,Air Temperature (Deg. C.),,,Humidity (Percent),,,Barometer,Battery Voltage (volts),,,Air Flow (totalizer),,,Concentration by Hour,,,,,,,,,,,,,,,,,,,,,,,
Date,Station,Latitude,Longitude,Station Chart Link,Mean,Max,Min,Ave Vel. (m/s),V. Dir. (Deg),Mean,Max,Min,Mean,Max,Min,Baro. Pressure (mbars),Mean,Max,Min,Mean,Time of latest ob,Airfire QC Report Link,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
09/14/15,Smoke RMK 107 (Smoke #67),48.6439,-118.7378,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm67+14+09+15+M,0,0,0,0.6,149,15.0,26.6,7.8,37,59,12,915.4,12.6,12.9,12.4,0.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
09/14/15,Smoke RMK 109 (Smoke #84),42.1964,-122.714,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids284+14+09+15+M,2,4,0,0.8,258,20.8,35.7,13.3,51,73,19,936.3,14.2,14.3,14.0,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s284,4.00,3.00,3.00,2.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,2.00,2.00,4.00,4.00,4.00,4.00,4.00
09/14/15,Smoke RMK 110 (Smoke #215),48.6439,-118.7378,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids215+14+09+15+M,14,74,1,0.3,87,16.4,28.0,9.8,37,60,12,914.9,14.2,14.3,14.0,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s215,20.00,31.00,49.00,74.00,40.00,12.00,5.00,4.00,2.00,2.00,1.00,1.00,1.00,1.00,2.00,2.00,3.00,3.00,1.00,1.00,1.00,2.00,35.00,40.00
09/14/15,Smoke RMK 113 (Smoke #16),48.7105,-119.4341,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm16+14+09+15+M,1,6,0,1.1,28,17.6,32.6,9.9,44,75,13,-9999,14.2,14.4,14.0,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm16,7.00,6.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
09/14/15,Smoke RMK 116 (Smoke #21),47.4687,-123.8471,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm21+14+09+15+M,3,5,0,0.7,349,14.8,22.7,9.8,76,93,50,-9999,14.3,14.4,14.2,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm21,3.00,3.00,5.00,5.00,5.00,4.00,4.00,4.00,3.00,3.00,3.00,3.00,2.00,2.00,2.00,2.00,2.00,1.00,2.00,2.00,3.00,3.00,2.00,1.00
09/14/15,Smoke RMK 119 (Smoke #24),47.8449,-120.0097,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm24+14+09+15+M,3,4,1,1.6,293,19.1,26.5,13.3,38,46,25,957.7,14.2,14.3,14.1,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm24,1.00,1.00,1.00,2.00,2.00,3.00,3.00,3.00,3.00,2.00,2.00,2.00,2.00,2.00,3.00,3.00,4.00,3.00,4.00,4.00,3.00,3.00,3.00,3.00
09/14/15,Smoke USFS R1-53,48.8978,-115.0585,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids153+14+09+15+M,6,8,3,0.8,109,14.7,24.9,9.0,60,79,32,912.7,14.3,14.4,14.1,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=s153,2.00,3.00,5.00,7.00,8.00,6.00,4.00,5.00,6.00,6.00,6.00,6.00,6.00,6.00,8.00,8.00,7.00,4.00,4.00,5.00,5.00,5.00,7.00,5.00
09/14/15,Smoke NPS Yosemite 01,37.8931,-119.84,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsmy1+14+09+15+M,22,34,0,0.3,-9999,32.1,37.9,31.7,29,47,-120,-9.5,15.2,31.9,14.4,16.77,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=smy1,24.00,24.00,30.00,23.00,29.00,33.00,25.00,29.00,34.00,23.00,34.00,21.00,23.00,14.00,19.00,13.00,23.00,22.00,32.00,25.00,0.00,-9999,-9999,8.00
09/14/15,Smoke RMK 407 (EBAM #231),47.8915,-120.1537,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ide231+14+09+15+M,3,8,-3,1.5,337,14.3,20.9,10.7,35,48,21,-9999,13.9,13.9,13.9,16.69,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=e231,-5.00,2.00,4.00,5.00,3.00,5.00,1.00,3.00,6.00,4.00,2.00,5.00,1.00,5.00,5.00,2.00,1.00,-3.00,8.00,2.00,8.00,3.00,6.00,-3.00
