,,Position (Deg.),,,Concentration (µg/m3),,,Wind,,Air Temperature (Deg. C.),,,Humidity (Percent),,,Barometer,Battery Voltage (volts),,,Air Flow (totalizer),,,Concentration by Hour,,,,,,,,,,,,,,,,,,,,,,,
Date,Station,Latitude,Longitude,Station Chart Link,Mean,Max,Min,Ave Vel. (m/s),V. Dir. (Deg),Mean,Max,Min,Mean,Max,Min,Baro. Pressure (mbars),Mean,Max,Min,Mean,Time of latest ob,Airfire QC Report Link,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
05/02/24,Smoke RMK 100 (Smoke #659),44.0219,-121.2602,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids659+02+05+24+M,1,2,0,1.1,23,5.9,11.3,0.7,76,100,31,886.3,14.4,14.4,14.3,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s659,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,1.00,2.00,2.00,2.00,1.00,2.00,1.00,2.00,2.00
05/02/24,Smoke RMK 108 (Smoke #456),39.9722,-105.4986,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids456+02+05+24+M,1,2,1,1.9,239,6.5,13.9,-0.1,42,73,17,741.3,14.4,14.4,14.3,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s456,0.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00
05/02/24,Smoke RMK 122 (Smoke #69),43.9978,-121.4054,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm69+02+05+24+M,0,1,0,1.0,192,4.6,10.2,0.3,76,99,26,871.6,14.4,14.4,14.3,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm69,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00
05/02/24,Smoke RMK 123 (Smoke #209),39.9427,-105.2493,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids209+02+05+24+M,2,2,1,1.9,175,12.0,16.9,5.3,50,75,26,823.6,14.4,14.5,14.4,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s209,2.00,1.00,1.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00
05/02/24,Smoke RMK 124 (Smoke #210),37.3501,-108.2908,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids210+02+05+24+M,3,5,2,1.1,138,14.2,22.7,1.6,37,63,14,782.5,14.4,14.5,14.3,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s210,2.00,2.00,2.00,2.00,2.00,2.00,2.00,5.00,2.00,2.00,2.00,2.00,2.00,2.00,3.00,4.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
05/02/24,Smoke RMK 125 (Smoke #216),37.4715,-108.5163,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids216+02+05+24+M,2,3,2,1.5,122,13.6,20.8,2.7,41,66,22,783.9,14.5,14.5,14.4,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s216,2.00,2.00,3.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,3.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,3.00
05/02/24,Smoke USFS R2-65,39.7137,-105.1229,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids265+02+05+24+M,1,2,1,2.3,117,12.9,18.1,6.7,46,71,26,821.6,14.5,14.6,14.3,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=s265,2.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,2.00,2.00,2.00,2.00,1.00,2.00,2.00,2.00,2.00
05/02/24,Smoke USFS R3-86,35.687,-105.8956,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids386+02+05+24+M,2,17,-5,0.6,275,5.3,14.0,-4.7,1,-9999,-9999,-9999,13.9,13.9,13.8,16.70,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=s386,-4.00,-3.00,-2.00,2.00,-5.00,1.00,4.00,1.00,-1.00,0.00,2.00,6.00,5.00,5.00,-5.00,-2.00,17.00,7.00,5.00,6.00,2.00,6.00,0.00,-3.00
05/02/24,Smoke USFS R1-307,46.5842,-112.0419,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?id1307+02+05+24+M,0,0,0,0.8,4,5.9,8.0,4.7,53,79,41,-9999,14.4,14.4,14.3,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=1307,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
