,,Position (Deg.),,,Concentration (µg/m3),,,Wind,,Air Temperature (Deg. C.),,,Humidity (Percent),,,Barometer,Battery Voltage (volts),,,Air Flow (totalizer),,,Concentration by Hour,,,,,,,,,,,,,,,,,,,,,,,
Date,Station,Latitude,Longitude,Station Chart Link,Mean,Max,Min,Ave Vel. (m/s),V. Dir. (Deg),Mean,Max,Min,Mean,Max,Min,Baro. Pressure (mbars),Mean,Max,Min,Mean,Time of latest ob,Airfire QC Report Link,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
10/12/19,Smoke RMK 104 (Smoke #15),39.761,-105.6801,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm15+12+10+19+M,1,1,0,2.2,253,2.8,15.6,-3.1,13,24,9,739.5,14.3,14.4,14.1,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm15,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10/12/19,Smoke RMK 108 (Smoke #456),37.2279,-107.3412,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids456+12+10+19+M,34,84,0,0.7,318,5.8,23.6,-6.4,32,54,7,802.6,12.7,13.2,11.7,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s456,1.00,1.00,3.00,6.00,17.00,31.00,62.00,51.00,62.00,70.00,66.00,75.00,76.00,76.00,84.00,74.00,38.00,4.00,2.00,0.00,1.00,1.00,1.00,5.00
10/12/19,Smoke RMK 110 (Smoke #215),40.0771,-105.9295,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids215+12+10+19+M,1,2,0,1.0,145,1.7,13.6,-7.0,62,87,19,758.0,14.4,14.4,14.3,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s215,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,2.00,1.00,1.00,1.00,2.00,0.00,0.00,0.00,0.00
10/12/19,Smoke RMK 111 (Smoke #455),40.7769,-111.9459,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids455+12+10+19+M,4,6,1,1.3,203,6.1,15.0,-0.8,41,59,21,876.5,14.4,14.4,14.2,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s455,2.00,2.00,2.00,1.00,2.00,4.00,5.00,6.00,6.00,5.00,6.00,5.00,4.00,3.00,4.00,5.00,6.00,5.00,6.00,5.00,5.00,5.00,4.00,4.00
10/12/19,Smoke RMK 112 (Smoke #11),38.822,-106.1101,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm11+12+10+19+M,2,5,0,1.6,264,4.9,21.1,-8.0,21,46,2,761.2,14.3,14.4,14.1,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm11,2.00,3.00,2.00,1.00,1.00,4.00,3.00,2.00,3.00,2.00,3.00,4.00,2.00,5.00,5.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00
10/12/19,Smoke RMK 114 (Smoke #19),37.4696,-88.1585,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm19+12+10+19+M,0,2,0,0.6,308,9.3,16.1,5.0,71,95,33,-9999,14.4,14.4,14.2,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10/12/19,Smoke RMK 117 (Smoke #22),39.7144,-105.1239,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm22+12+10+19+M,0,0,0,0.3,1,34.0,50.7,24.9,1,-9999,-9999,824.4,14.4,14.4,14.3,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10/12/19,Smoke RMK 121 (Smoke #68),38.5175,-106.0691,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm68+12+10+19+M,2,8,0,2.3,197,6.6,18.2,-2.8,16,30,1,772.2,14.3,14.4,14.1,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm68,0.00,1.00,5.00,8.00,6.00,4.00,4.00,2.00,3.00,2.00,1.00,2.00,2.00,2.00,3.00,3.00,2.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00
10/12/19,Smoke RMK 122 (Smoke #69),38.5174,-105.9769,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm69+12+10+19+M,6,24,0,1.4,254,6.2,23.1,-7.4,24,52,1,782.6,14.3,14.4,14.1,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm69,5.00,18.00,14.00,13.00,15.00,24.00,8.00,7.00,7.00,9.00,6.00,5.00,3.00,3.00,3.00,3.00,3.00,3.00,1.00,1.00,3.00,0.00,0.00,0.00
