,,Position (Deg.),,,Concentration (µg/m3),,,Wind,,Air Temperature (Deg. C.),,,Humidity (Percent),,,Barometer,Battery Voltage (volts),,,Air Flow (totalizer),,,Concentration by Hour,,,,,,,,,,,,,,,,,,,,,,,
Date,Station,Latitude,Longitude,Station Chart Link,Mean,Max,Min,Ave Vel. (m/s),V. Dir. (Deg),Mean,Max,Min,Mean,Max,Min,Baro. Pressure (mbars),Mean,Max,Min,Mean,Time of latest ob,Airfire QC Report Link,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
08/23/18,Smoke RMK 104 (Smoke #15),40.0575,-106.3694,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm15+23+08+18+M,4,11,0,0.3,2,17.7,26.2,10.2,0,1,0,779.5,14.1,14.3,14.0,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm15,0.00,0.00,0.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,3.00,4.00,4.00,4.00,4.00,3.00,4.00,5.00,4.00,4.00,8.00,11.00,10.00,9.00
08/23/18,Smoke RMK 110 (Smoke #215),42.553,-124.0577,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids215+23+08+18+M,17,29,11,0.9,272,24.3,30.1,21.5,74,88,47,1007.0,14.2,14.3,14.1,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s215,41.00,29.00,24.00,20.00,17.00,14.00,13.00,12.00,11.00,11.00,12.00,12.00,13.00,13.00,14.00,14.00,15.00,15.00,14.00,12.00,15.00,26.00,22.00,24.00
08/23/18,Smoke RMK 112 (Smoke #11),40.698,-122.8064,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm11+23+08+18+M,22,29,14,0.8,171,23.4,40.7,11.1,41,70,15,943.6,14.0,14.2,13.8,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm11,21.00,19.00,16.00,17.00,19.00,19.00,20.00,22.00,22.00,22.00,23.00,23.00,24.00,24.00,25.00,26.00,28.00,29.00,27.00,25.00,22.00,25.00,22.00,14.00
08/23/18,Smoke RMK 114 (Smoke #19),38.188,-120.0076,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm19+23+08+18+M,10,18,2,0.8,355,18.4,33.7,6.9,47,69,15,-9999,14.2,14.4,14.0,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm19,15.00,15.00,15.00,15.00,17.00,18.00,18.00,17.00,13.00,9.00,6.00,5.00,3.00,2.00,2.00,3.00,3.00,7.00,5.00,4.00,8.00,12.00,13.00,12.00
08/23/18,Smoke RMK 115 (Smoke #20),42.8968,-122.1355,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm20+23+08+18+M,105,205,62,0.4,-9999,15.7,25.3,11.2,53,74,32,804.6,14.3,14.4,14.1,1.98,18:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm20,183.00,167.00,106.00,81.00,71.00,62.00,67.00,76.00,82.00,89.00,88.00,76.00,70.00,81.00,81.00,126.00,204.00,205.00,154.00,-9999,-9999,-9999,-9999,-9999
08/23/18,Smoke RMK 116 (Smoke #21),48.7105,-119.4341,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm21+23+08+18+M,121,183,63,0.7,-9999,27.9,33.0,23.9,33,48,17,-9999,14.1,14.1,14.0,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm21,44.00,63.00,69.00,77.00,80.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,183.00,181.00,181.00,128.00,125.00
08/23/18,Smoke RMK 119 (Smoke #24),42.5158,-123.429,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm24+23+08+18+M,79,257,49,0.5,217,24.2,39.9,12.6,53,84,20,981.6,14.1,14.3,14.0,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm24,80.00,87.00,153.00,257.00,94.00,63.00,58.00,59.00,55.00,55.00,54.00,55.00,51.00,53.00,53.00,53.00,49.00,55.00,97.00,124.00,115.00,78.00,57.00,62.00
08/23/18,Smoke RMK 122 (Smoke #69),42.7637,-122.4896,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm69+23+08+18+M,137,306,89,0.7,321,21.7,32.3,12.4,56,81,25,923.9,14.1,14.3,14.0,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm69,128.00,107.00,110.00,123.00,139.00,151.00,176.00,186.00,159.00,132.00,110.00,108.00,100.00,101.00,103.00,102.00,95.00,90.00,89.00,97.00,155.00,221.00,306.00,222.00
08/23/18,Smoke RMK 125 (Smoke #216),39.7144,-105.1239,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids216+23+08+18+M,15,29,0,2.2,180,22.0,30.8,14.4,44,77,12,823.8,14.1,14.2,14.0,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s216,24.00,27.00,25.00,21.00,22.00,20.00,16.00,19.00,16.00,10.00,11.00,5.00,0.00,1.00,8.00,10.00,14.00,5.00,20.00,29.00,27.00,23.00,15.00,13.00
