,,Position (Deg.),,,Concentration (µg/m3),,,Wind,,Air Temperature (Deg. C.),,,Humidity (Percent),,,Barometer,Battery Voltage (volts),,,Air Flow (totalizer),,,Concentration by Hour,,,,,,,,,,,,,,,,,,,,,,,
Date,Station,Latitude,Longitude,Station Chart Link,Mean,Max,Min,Ave Vel. (m/s),V. Dir. (Deg),Mean,Max,Min,Mean,Max,Min,Baro. Pressure (mbars),Mean,Max,Min,Mean,Time of latest ob,Airfire QC Report Link,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
12/12/19,Smoke RMK 104 (Smoke #15),39.761,-105.6801,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm15+12+12+19+M,0,2,0,2.6,256,-3.7,1.9,-6.5,44,58,26,737.2,14.4,14.4,14.4,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm15,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
12/12/19,Smoke RMK 107 (Smoke #67),39.389,-105.2734,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm67+12+12+19+M,3,12,0,1.2,212,1.1,12.0,-5.9,55,80,29,789.5,14.4,14.4,14.2,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm67,0.00,4.00,8.00,6.00,0.00,0.00,0.00,2.00,5.00,5.00,12.00,9.00,2.00,4.00,5.00,5.00,1.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00
12/12/19,Smoke RMK 114 (Smoke #19),37.4697,-88.1584,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm19+12+12+19+M,2,8,0,0.6,24,4.5,12.6,-0.1,66,87,34,-9999,14.4,14.4,14.3,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm19,3.00,3.00,3.00,3.00,2.00,3.00,3.00,3.00,2.00,1.00,1.00,1.00,1.00,1.00,8.00,3.00,3.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00
12/12/19,Smoke RMK 115 (Smoke #20),39.5949,-106.0068,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm20+12+12+19+M,2,14,0,0.7,145,-4.7,2.5,-12.7,67,82,35,725.1,14.4,14.4,14.4,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm20,0.00,0.00,3.00,0.00,0.00,0.00,14.00,4.00,4.00,11.00,1.00,1.00,0.00,4.00,5.00,1.00,4.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
12/12/19,Smoke RMK 121 (Smoke #68),39.7144,-105.1239,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm68+12+12+19+M,2,22,0,1.8,115,5.6,14.3,0.2,44,74,28,825.0,14.4,14.4,14.3,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm68,15.00,22.00,18.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,4.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,2.00,0.00,1.00,0.00,1.00,0.00
12/12/19,Smoke RMK 123 (Smoke #209),39.7144,-105.124,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids209+12+12+19+M,0,0,0,0.3,-9999,13.4,21.2,9.3,1,-9999,-9999,819.8,14.4,14.4,14.3,1.62,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s209,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.00,0.00,0.00,0.00,0.00
12/12/19,Smoke USFS R2-65,39.7143,-105.1239,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids265+12+12+19+M,0,1,0,0.9,-9999,13.2,31.2,6.2,3,16,1,821.6,14.3,14.4,14.1,1.97,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=s265,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.00,0.00,0.00,0.00,0.00,0.00
12/12/19,Smoke USFS R2-69,38.9793,-105.353,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids269+12+12+19+M,10,43,0,0.3,1,-0.1,8.7,-6.8,0,1,0,753.2,14.4,14.4,14.4,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=s269,0.00,0.00,0.00,1.00,2.00,4.00,4.00,7.00,11.00,20.00,17.00,18.00,36.00,29.00,13.00,24.00,43.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00
12/12/19,Smoke RMK 408 (EBAM #418),40.7768,-111.9459,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ide418+12+12+19+M,11,28,-5,1.9,114,3.3,6.1,1.0,63,83,53,-9999,13.7,13.9,13.5,16.70,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=e418,19.00,21.00,24.00,17.00,24.00,18.00,20.00,23.00,3.00,6.00,22.00,5.00,24.00,6.00,-5.00,7.00,8.00,-1.00,-4.00,28.00,-5.00,5.00,-1.00,7.00
12/12/19,Smoke RMK 409 (EBAM #592),40.7768,-111.9459,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ide592+12+12+19+M,14,57,-5,2.2,137,3.6,5.8,1.5,60,78,52,-9999,14.2,14.2,14.1,16.70,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=e592,6.00,29.00,37.00,18.00,23.00,21.00,25.00,-2.00,1.00,13.00,12.00,7.00,6.00,6.00,7.00,7.00,0.00,18.00,0.00,4.00,23.00,45.00,-5.00,57.00
12/12/19,Smoke USFS 3016,47.5261,-113.7081,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids316+12+12+19+M,5,23,0,0.6,85,2.8,6.3,0.5,89,95,64,879.8,14.4,14.4,14.3,0.33,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=s316,8.00,19.00,23.00,6.00,3.00,2.00,2.00,3.00,1.00,4.00,15.00,13.00,3.00,2.00,4.00,3.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,13.00
