,,Position (Deg.),,,Concentration (µg/m3),,,Wind,,Air Temperature (Deg. C.),,,Humidity (Percent),,,Barometer,Battery Voltage (volts),,,Air Flow (totalizer),,,Concentration by Hour,,,,,,,,,,,,,,,,,,,,,,,
Date,Station,Latitude,Longitude,Station Chart Link,Mean,Max,Min,Ave Vel. (m/s),V. Dir. (Deg),Mean,Max,Min,Mean,Max,Min,Baro. Pressure (mbars),Mean,Max,Min,Mean,Time of latest ob,Airfire QC Report Link,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
08/14/15,Smoke RMK 109 (Smoke #84),42.1964,-122.714,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids284+14+08+15+M,34,79,10,1.1,272,23.8,39.6,13.7,44,68,13,944.7,14.1,14.3,13.9,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s284,1.00,10.00,10.00,17.00,79.00,64.00,63.00,55.00,57.00,53.00,48.00,46.00,39.00,34.00,34.00,33.00,36.00,34.00,18.00,14.00,11.00,18.00,13.00,17.00
08/14/15,Smoke RMK 110 (Smoke #215),42.3144,-122.9718,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids215+14+08+15+M,24,60,3,0.3,280,23.3,33.7,16.9,47,65,22,954.3,14.1,14.2,14.0,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s215,9.00,8.00,52.00,58.00,60.00,46.00,38.00,36.00,32.00,28.00,27.00,25.00,26.00,24.00,22.00,19.00,22.00,19.00,9.00,3.00,4.00,7.00,6.00,6.00
08/14/15,Smoke RMK 113 (Smoke #16),42.7439,-122.4867,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm16+14+08+15+M,17,28,6,1.0,156,17.9,30.4,8.8,64,91,30,-9999,14.2,14.4,14.0,1.98,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm16,15.00,24.00,28.00,25.00,22.00,23.00,18.00,17.00,17.00,17.00,17.00,17.00,17.00,17.00,17.00,19.00,25.00,18.00,11.00,7.00,10.00,9.00,6.00,13.00
08/14/15,Smoke RMK 114 (Smoke #19),42.4765,-122.8021,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm19+14+08+15+M,37,91,6,1.5,348,23.3,38.1,12.6,50,79,16,-9999,14.1,14.3,13.9,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm19,8.00,10.00,86.00,22.00,21.00,23.00,23.00,24.00,27.00,41.00,41.00,40.00,38.00,35.00,30.00,28.00,43.00,83.00,67.00,86.00,91.00,6.00,10.00,8.00
08/14/15,Smoke RMK 116 (Smoke #21),47.4687,-123.8471,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm21+14+08+15+M,2,6,0,0.7,355,19.4,28.3,17.2,83,92,58,-9999,14.2,14.2,14.1,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm21,6.00,6.00,6.00,5.00,3.00,2.00,2.00,2.00,2.00,2.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,2.00,2.00,4.00,4.00
08/14/15,Smoke RMK 118 (Smoke #23),42.9289,-122.9465,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm23+14+08+15+M,22,68,4,1.0,101,22.3,34.3,14.1,58,83,26,977.1,14.1,14.2,13.9,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm23,28.00,23.00,28.00,30.00,19.00,15.00,16.00,16.00,20.00,25.00,36.00,47.00,55.00,68.00,48.00,13.00,11.00,9.00,10.00,11.00,5.00,4.00,5.00,6.00
08/14/15,Smoke RMK 119 (Smoke #24),47.8449,-120.0097,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm24+14+08+15+M,33,49,13,2.0,332,32.0,44.9,23.1,30,49,10,958.8,14.0,14.2,13.9,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm24,31.00,30.00,45.00,43.00,39.00,32.00,28.00,39.00,37.00,32.00,30.00,28.00,30.00,37.00,49.00,46.00,30.00,31.00,34.00,37.00,37.00,21.00,17.00,13.00
08/14/15,Smoke RMK 131 (USFS R2-924),46.9268,-114.0962,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?id2924+14+08+15+M,69,102,19,0.7,-9999,29.4,41.3,21.5,29,49,10,902.5,14.1,14.2,14.0,2.00,12:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=2924,0.00,30.00,29.00,19.00,23.00,64.00,84.00,91.00,94.00,95.00,99.00,102.00,100.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
08/14/15,Smoke #86,35.7142,-81.9313,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm86+14+08+15+M,5,7,0,0.3,1,27.9,37.5,21.2,1,-9999,-9999,973.6,14.2,14.2,14.1,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=sm86,4.00,6.00,0.00,4.00,5.00,5.00,6.00,6.00,5.00,5.00,4.00,4.00,4.00,5.00,0.00,6.00,7.00,7.00,7.00,6.00,6.00,0.00,7.00,5.00
