,,Position (Deg.),,,Concentration (µg/m3),,,Wind,,Air Temperature (Deg. C.),,,Humidity (Percent),,,Barometer,Battery Voltage (volts),,,Air Flow (totalizer),,,Concentration by Hour,,,,,,,,,,,,,,,,,,,,,,,
Date,Station,Latitude,Longitude,Station Chart Link,Mean,Max,Min,Ave Vel. (m/s),V. Dir. (Deg),Mean,Max,Min,Mean,Max,Min,Baro. Pressure (mbars),Mean,Max,Min,Mean,Time of latest ob,Airfire QC Report Link,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
06/25/21,Smoke RMK 107 (Smoke #67),35.0509,-110.6843,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm67+25+06+21+M,22,25,18,1.8,-9999,35.6,36.6,34.6,17,18,16,850.9,12.1,12.1,12.0,2.00,21:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,18.00,25.00,-9999,-9999
06/25/21,Smoke RMK 108 (Smoke #456),39.7144,-105.124,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids456+25+06+21+M,1,2,0,1.4,-9999,19.6,25.1,15.9,55,69,45,824.7,14.3,14.4,14.2,2.00,16:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s456,3.00,2.00,1.00,1.00,2.00,2.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999
06/25/21,Smoke RMK 109 (Smoke #84),34.7436,-111.411,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids284+25+06+21+M,2427,9602,5,1.1,-9999,10.8,21.5,3.8,70,90,35,774.0,14.3,14.4,14.1,2.00,17:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s284,0.00,12.00,5.00,7.00,9.00,1084.00,189.00,23.00,51.00,68.00,70.00,217.00,269.00,1339.00,9602.00,9468.00,9431.00,9407.00,-9999,-9999,-9999,-9999,-9999,-9999
06/25/21,Smoke RMK 110 (Smoke #215),35.2301,-111.8224,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids215+25+06+21+M,0,1,0,3.2,-9999,22.7,24.9,20.1,27,36,24,785.1,14.1,14.2,14.0,1.97,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s215,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.00,0.00,0.00,1.00,0.00,1.00
06/25/21,Smoke RMK 116 (Smoke #21),39.7143,-105.1239,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm21+25+06+21+M,4,6,2,1.3,-9999,19.5,27.3,14.4,50,68,34,-9999,14.2,14.2,14.1,2.00,19:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm21,3.00,4.00,5.00,5.00,6.00,5.00,4.00,5.00,4.00,5.00,5.00,6.00,5.00,6.00,5.00,4.00,3.00,2.00,2.00,3.00,-9999,-9999,-9999,-9999
06/25/21,Smoke RMK 123 (Smoke #209),39.7143,-105.1239,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids209+25+06+21+M,0,1,0,2.9,-9999,24.7,28.3,19.1,44,55,37,824.6,14.2,14.2,14.1,1.73,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s209,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.00,0.00,0.00,1.00,1.00
06/25/21,Smoke RMK 126 (Smoke #217),34.3368,-110.7987,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids217+25+06+21+M,1,3,0,1.0,247,19.3,29.6,9.3,46,79,20,773.4,14.2,14.3,14.1,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s217,5.00,1.00,1.00,3.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00
06/25/21,Smoke RMK 130 (USFS R2-923),34.5036,-110.0848,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?id2923+25+06+21+M,4,6,2,1.4,215,23.9,32.7,14.4,46,76,17,825.9,14.1,14.3,14.0,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=2923,8.00,6.00,5.00,3.00,2.00,3.00,3.00,5.00,5.00,4.00,3.00,3.00,3.00,3.00,3.00,4.00,5.00,3.00,2.00,3.00,3.00,4.00,3.00,4.00
06/25/21,Smoke USFS R2-65,34.7439,-111.4109,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids265+25+06+21+M,2,5,0,2.3,-9999,25.6,27.4,24.4,24,27,21,775.4,14.1,14.1,14.1,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=s265,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.00,2.00,1.00,4.00
06/25/21,Smoke USFS R3-28,35.6715,-105.9556,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids328+25+06+21+M,5,34,-5,2.2,356,31.9,-9999,-9999,100,-9999,-9999,-9999,14.2,14.2,14.0,16.69,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=s328,-1.00,24.00,19.00,-5.00,-5.00,0.00,-1.00,-1.00,6.00,2.00,4.00,8.00,-2.00,8.00,34.00,12.00,-2.00,1.00,1.00,0.00,3.00,-1.00,-1.00,6.00
