,,Position (Deg.),,,Concentration (µg/m3),,,Wind,,Air Temperature (Deg. C.),,,Humidity (Percent),,,Barometer,Battery Voltage (volts),,,Air Flow (totalizer),,,Concentration by Hour,,,,,,,,,,,,,,,,,,,,,,,
Date,Station,Latitude,Longitude,Station Chart Link,Mean,Max,Min,Ave Vel. (m/s),V. Dir. (Deg),Mean,Max,Min,Mean,Max,Min,Baro. Pressure (mbars),Mean,Max,Min,Mean,Time of latest ob,Airfire QC Report Link,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
07/24/13,Smoke #25,46.9269,-114.0962,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm25+24+07+13+M,19,31,4,0.9,246,28.3,43.6,15.5,26,53,4,902.5,14.1,14.3,13.9,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=sm25,0.00,4.00,6.00,10.00,17.00,18.00,21.00,22.00,24.00,26.00,27.00,29.00,30.00,31.00,28.00,29.00,24.00,20.00,17.00,11.00,11.00,11.00,10.00,11.00
07/24/13,Smoke USFS R1-52,47.1956,-114.8954,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids152+24+07+13+M,37,170,0,0.7,239,27.1,43.3,13.0,33,73,7,919.8,14.0,14.2,13.9,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=s152,0.00,1.00,1.00,27.00,114.00,99.00,74.00,87.00,72.00,61.00,26.00,23.00,12.00,11.00,44.00,170.00,21.00,5.00,4.00,18.00,6.00,3.00,0.00,2.00
07/24/13,Smoke USFS R9-15,43.8159,-71.666,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids915+24+07+13+M,0,2,0,0.7,179,22.6,28.9,19.3,82,96,57,982.1,14.2,14.2,14.1,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=s915,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07/24/13,Smoke USFS R9-17,43.8159,-71.666,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids917+24+07+13+M,8914,205000,0,7.5,-9999,18.5,28.3,-71.7,77,100,0,898.0,17.2,100.0,0.0,3.81,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=s917,0.00,0.00,205000.00,0.00,0.00,1.00,1.00,-9999,3.00,1.00,1.00,0.00,1.00,1.00,1.00,2.00,3.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00
07/24/13,Smoke USFS R1-53,47.8697,-112.6398,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids153+24+07+13+M,4,8,1,1.3,199,22.1,31.8,12.2,50,77,27,850.6,12.9,13.0,12.9,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=s153,2.00,3.00,4.00,7.00,8.00,6.00,5.00,6.00,5.00,5.00,4.00,4.00,4.00,4.00,4.00,4.00,2.00,2.00,1.00,1.00,3.00,6.00,7.00,4.00
