,,Position (Deg.),,,Concentration (µg/m3),,,Wind,,Air Temperature (Deg. C.),,,Humidity (Percent),,,Barometer,Battery Voltage (volts),,,Air Flow (totalizer),,,Concentration by Hour,,,,,,,,,,,,,,,,,,,,,,,
Date,Station,Latitude,Longitude,Station Chart Link,Mean,Max,Min,Ave Vel. (m/s),V. Dir. (Deg),Mean,Max,Min,Mean,Max,Min,Baro. Pressure (mbars),Mean,Max,Min,Mean,Time of latest ob,Airfire QC Report Link,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
08/25/22,Smoke RMK 103 (Smoke #662),44.5168,-116.0416,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids662+25+08+22+M,13,44,2,0.6,133,23.4,32.9,11.7,47,81,15,641.9,14.6,14.6,14.5,1.96,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s662,3.00,2.00,2.00,3.00,12.00,10.00,16.00,13.00,5.00,8.00,9.00,8.00,9.00,9.00,10.00,12.00,14.00,25.00,44.00,26.00,13.00,38.00,10.00,7.00
08/25/22,Smoke RMK 114 (Smoke #19),45.2538,-113.8883,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm19+25+08+22+M,1,5,0,1.6,36,19.5,28.2,10.5,57,85,28,881.5,14.1,14.2,14.0,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm19,2.00,3.00,2.00,2.00,3.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,2.00,5.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
08/25/22,Smoke RMK 115 (Smoke #20),39.7143,-105.124,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm20+25+08+22+M,122,131,117,1.2,186,23.8,33.4,16.4,71,89,54,829.5,14.1,14.2,13.9,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm20,121.00,121.00,124.00,123.00,119.00,122.00,122.00,122.00,123.00,118.00,117.00,120.00,118.00,117.00,117.00,122.00,128.00,128.00,128.00,131.00,123.00,122.00,122.00,122.00
08/25/22,Smoke RMK 118 (Smoke #23),39.7144,-105.1239,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm23+25+08+22+M,0,1,0,0.9,182,29.4,-9999,-9999,46,62,30,829.4,14.1,14.2,13.9,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm23,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
08/25/22,Smoke RMK 121 (Smoke #68),44.8518,-113.6193,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm68+25+08+22+M,2,3,0,0.3,1,22.9,34.8,12.0,66,100,35,843.2,14.2,14.4,14.0,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm68,4.00,1.00,2.00,1.00,2.00,3.00,2.00,2.00,1.00,2.00,2.00,1.00,0.00,0.00,0.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,3.00,3.00
08/25/22,Smoke RMK 124 (Smoke #210),45.4081,-113.9965,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids210+25+08+22+M,3,7,2,1.2,273,21.9,34.1,12.7,48,76,25,891.3,14.1,14.3,14.0,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s210,5.00,5.00,6.00,4.00,7.00,4.00,4.00,4.00,3.00,3.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,3.00,3.00,2.00,2.00,2.00,2.00,2.00
08/25/22,Smoke RMK 126 (Smoke #217),45.0879,-114.2409,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids217+25+08+22+M,10,20,1,0.3,2,22.0,32.6,12.4,48,82,18,844.9,14.2,14.3,14.1,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s217,5.00,1.00,4.00,20.00,16.00,20.00,18.00,16.00,14.00,12.00,11.00,11.00,11.00,9.00,8.00,9.00,9.00,9.00,4.00,2.00,3.00,8.00,6.00,6.00
08/25/22,Smoke RMK 408 (EBAM #418),47.8177,-120.7139,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ide418+25+08+22+M,23,50,8,0.7,12,31.5,45.1,19.5,54,82,20,-9999,14.1,14.2,13.9,16.68,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=e418,14.00,17.00,13.00,20.00,23.00,20.00,17.00,17.00,20.00,15.00,21.00,22.00,20.00,23.00,22.00,23.00,8.00,13.00,38.00,41.00,39.00,50.00,38.00,22.00
08/25/22,Smoke RMK 409 (EBAM #592),47.8431,-120.8165,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ide592+25+08+22+M,37,88,5,0.5,280,24.9,36.8,16.5,62,89,26,-9999,14.2,14.4,14.1,16.68,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=e592,8.00,14.00,8.00,20.00,9.00,44.00,37.00,26.00,15.00,49.00,35.00,14.00,41.00,50.00,48.00,67.00,45.00,59.00,88.00,45.00,30.00,50.00,52.00,30.00
