,,Position (Deg.),,,Concentration (µg/m3),,,Wind,,Air Temperature (Deg. C.),,,Humidity (Percent),,,Barometer,Battery Voltage (volts),,,Air Flow (totalizer),,,Concentration by Hour,,,,,,,,,,,,,,,,,,,,,,,
Date,Station,Latitude,Longitude,Station Chart Link,Mean,Max,Min,Ave Vel. (m/s),V. Dir. (Deg),Mean,Max,Min,Mean,Max,Min,Baro. Pressure (mbars),Mean,Max,Min,Mean,Time of latest ob,Airfire QC Report Link,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
09/22/20,Smoke RMK 104 (Smoke #15),39.7144,-105.1239,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm15+22+09+20+M,14,15,12,0.3,-9999,29.4,30.3,28.6,16,18,14,826.1,14.2,14.2,14.2,1.90,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,12.00
09/22/20,Smoke RMK 105 (Smoke #17),39.7144,-105.1239,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm17+22+09+20+M,3,5,2,1.1,-9999,20.6,29.7,13.6,32,45,18,827.3,14.3,14.4,14.1,2.00,20:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm17,3.00,4.00,5.00,4.00,3.00,2.00,2.00,2.00,2.00,2.00,3.00,3.00,3.00,3.00,4.00,4.00,4.00,4.00,4.00,4.00,3.00,-9999,-9999,-9999
09/22/20,Smoke RMK 107 (Smoke #67),39.7144,-105.1239,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm67+22+09+20+M,0,0,0,1.1,180,23.6,33.4,14.9,31,49,15,829.6,14.2,14.3,14.1,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
09/22/20,Smoke RMK 115 (Smoke #20),39.7144,-105.1239,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm20+22+09+20+M,8,10,6,1.1,-9999,21.9,30.8,15.0,33,47,20,826.9,14.1,14.2,14.0,1.67,20:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm20,7.00,6.00,9.00,9.00,7.00,6.00,6.00,7.00,6.00,6.00,7.00,8.00,9.00,9.00,9.00,10.00,10.00,8.00,7.00,6.00,6.00,-9999,-9999,-9999
09/22/20,Smoke RMK 122 (Smoke #69),38.9986,-119.163,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm69+22+09+20+M,61,145,5,1.4,253,22.0,33.4,11.9,25,52,5,865.1,14.1,14.2,14.0,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm69,58.00,58.00,42.00,39.00,42.00,41.00,47.00,51.00,56.00,57.00,61.00,66.00,102.00,142.00,145.00,125.00,124.00,106.00,74.00,30.00,19.00,9.00,5.00,5.00
09/22/20,Smoke RMK 123 (Smoke #209),34.0563,-117.0485,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids209+22+09+20+M,11,20,3,1.2,305,23.9,36.0,13.4,36,58,15,920.9,14.2,14.4,14.1,1.98,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s209,9.00,12.00,16.00,16.00,14.00,14.00,14.00,15.00,16.00,20.00,17.00,15.00,15.00,13.00,11.00,10.00,6.00,5.00,8.00,6.00,3.00,5.00,5.00,6.00
09/22/20,Smoke RMK 130 (USFS R2-923),39.7144,-105.124,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?id2923+22+09+20+M,9,13,6,1.2,181,23.6,34.4,14.9,31,47,16,826.6,14.2,14.3,14.0,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=2923,9.00,10.00,13.00,10.00,8.00,8.00,8.00,7.00,7.00,8.00,9.00,9.00,9.00,10.00,12.00,13.00,11.00,9.00,8.00,9.00,8.00,8.00,8.00,6.00
09/22/20,Smoke RMK 131 (USFS R2-924),44.1708,-114.9269,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?id2924+22+09+20+M,0,0,0,1.1,247,9.4,25.2,-2.8,50,86,16,801.7,14.2,14.4,13.2,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=2924,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
09/22/20,Smoke USFS R1-52,48.2758,-112.8357,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids152+22+09+20+M,8,13,1,0.8,182,13.8,19.7,10.5,50,63,30,859.5,14.2,14.3,14.1,0.80,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=s152,0.00,2.00,5.00,10.00,10.00,11.00,12.00,12.00,13.00,12.00,11.00,12.00,12.00,11.00,13.00,13.00,8.00,5.00,3.00,2.00,1.00,1.00,1.00,2.00
09/22/20,Smoke USFS R1-53,47.9508,-116.6018,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids153+22+09+20+M,15,20,9,0.4,333,14.8,24.2,9.6,72,88,42,916.2,14.3,14.4,14.1,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=s153,10.00,10.00,10.00,9.00,9.00,11.00,12.00,13.00,15.00,17.00,16.00,20.00,19.00,18.00,19.00,19.00,20.00,16.00,16.00,16.00,15.00,16.00,15.00,11.00
09/22/20,Smoke USFS R3-28,35.6716,-105.9557,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids328+22+09+20+M,7,41,-5,1.9,61,21.3,28.6,14.2,0,-9999,-9999,-9999,14.1,14.2,14.0,16.69,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=s328,-4.00,3.00,-2.00,6.00,5.00,4.00,5.00,2.00,3.00,6.00,8.00,7.00,7.00,8.00,11.00,41.00,32.00,8.00,2.00,0.00,7.00,-5.00,6.00,12.00
09/22/20,Smoke NPS Yosemite 01,37.8774,-119.3433,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsmy1+22+09+20+M,90,128,19,2.6,-9999,5.4,16.9,-0.8,54,74,23,-9999,14.4,14.4,14.4,16.64,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=smy1,166.00,122.00,105.00,108.00,100.00,120.00,128.00,120.00,116.00,89.00,71.00,63.00,59.00,54.00,72.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
09/22/20,Smoke RMK 409 (EBAM #592),39.7143,-105.124,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ide592+22+09+20+M,11,20,0,1.9,-9999,26.5,27.6,24.5,10,15,7,-9999,14.3,14.3,14.2,16.70,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=e592,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.00,20.00
