,,Position (Deg.),,,Concentration (µg/m3),,,Wind,,Air Temperature (Deg. C.),,,Humidity (Percent),,,Barometer,Battery Voltage (volts),,,Air Flow (totalizer),,,Concentration by Hour,,,,,,,,,,,,,,,,,,,,,,,
Date,Station,Latitude,Longitude,Station Chart Link,Mean,Max,Min,Ave Vel. (m/s),V. Dir. (Deg),Mean,Max,Min,Mean,Max,Min,Baro. Pressure (mbars),Mean,Max,Min,Mean,Time of latest ob,Airfire QC Report Link,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
11/21/19,Smoke RMK 104 (Smoke #15),39.761,-105.6801,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm15+21+11+19+M,1,5,0,0.7,88,-6.9,-3.2,-8.7,82,87,76,734.5,14.4,14.4,14.4,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm15,1.00,0.00,2.00,0.00,5.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00
11/21/19,Smoke RMK 105 (Smoke #17),39.7144,-105.1239,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm17+21+11+19+M,1,1,0,0.4,55,-1.1,2.1,-2.5,85,88,82,823.9,14.4,14.4,14.4,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
11/21/19,Smoke RMK 111 (Smoke #455),40.7769,-111.9459,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids455+21+11+19+M,3,8,0,1.9,156,6.5,10.2,4.8,71,91,48,860.5,14.4,14.4,14.4,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s455,6.00,7.00,6.00,8.00,6.00,4.00,3.00,4.00,3.00,6.00,3.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00
11/21/19,Smoke RMK 114 (Smoke #19),37.4697,-88.1585,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm19+21+11+19+M,3,6,0,1.1,200,11.5,12.6,10.3,71,94,53,-9999,14.3,14.4,14.3,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm19,4.00,5.00,5.00,6.00,4.00,4.00,4.00,5.00,4.00,3.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,3.00,3.00,2.00,1.00,0.00
11/21/19,Smoke RMK 115 (Smoke #20),39.5949,-106.0067,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm20+21+11+19+M,5,24,0,0.3,105,-0.7,6.9,-6.1,85,91,68,719.2,14.4,14.4,14.4,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm20,0.00,5.00,4.00,6.00,24.00,8.00,5.00,20.00,24.00,8.00,2.00,2.00,1.00,1.00,4.00,6.00,3.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00
11/21/19,Smoke RMK 128 (Smoke #457),40.7769,-111.9459,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids457+21+11+19+M,3,8,1,1.8,89,6.5,10.3,4.8,73,94,49,860.5,14.4,14.4,14.4,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s457,5.00,7.00,6.00,8.00,6.00,4.00,3.00,4.00,3.00,7.00,4.00,3.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,1.00,1.00,2.00
11/21/19,Smoke USFS R2-69,38.9792,-105.353,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids269+21+11+19+M,3,9,0,0.3,1,0.3,2.6,-1.3,0,-9999,-9999,750.4,14.4,14.4,14.4,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=s269,4.00,5.00,8.00,2.00,2.00,3.00,7.00,3.00,3.00,9.00,6.00,2.00,1.00,1.00,7.00,5.00,5.00,0.00,3.00,1.00,0.00,0.00,0.00,1.00
11/21/19,Smoke RMK 408 (EBAM #418),40.7768,-111.946,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ide418+21+11+19+M,5,18,-5,1.8,127,4.5,7.9,2.5,65,86,43,-9999,13.8,14.0,13.7,16.70,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=e418,2.00,6.00,8.00,8.00,6.00,5.00,6.00,4.00,5.00,5.00,7.00,-1.00,14.00,7.00,-5.00,9.00,5.00,-5.00,13.00,6.00,1.00,-2.00,-5.00,18.00
11/21/19,Smoke RMK 409 (EBAM #592),40.7768,-111.9459,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ide592+21+11+19+M,4,17,-5,2.0,147,5.0,7.9,3.4,63,81,44,-9999,14.2,14.2,14.1,16.70,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=e592,40.00,12.00,12.00,6.00,17.00,1.00,8.00,6.00,13.00,15.00,2.00,5.00,-5.00,-5.00,5.00,0.00,1.00,10.00,-5.00,-5.00,-2.00,-3.00,6.00,2.00
