,,Position (Deg.),,,Concentration (µg/m3),,,Wind,,Air Temperature (Deg. C.),,,Humidity (Percent),,,Barometer,Battery Voltage (volts),,,Air Flow (totalizer),,,Concentration by Hour,,,,,,,,,,,,,,,,,,,,,,,
Date,Station,Latitude,Longitude,Station Chart Link,Mean,Max,Min,Ave Vel. (m/s),V. Dir. (Deg),Mean,Max,Min,Mean,Max,Min,Baro. Pressure (mbars),Mean,Max,Min,Mean,Time of latest ob,Airfire QC Report Link,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
08/11/16,Smoke RMK 105 (Smoke #17),40.7325,-106.2806,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm17+11+08+16+M,1,4,0,1.3,172,15.2,26.2,5.7,62,91,21,757.6,14.3,14.4,14.2,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm17,12.00,1.00,0.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,2.00,2.00,2.00,0.00
08/11/16,Smoke RMK 109 (Smoke #84),44.4393,-118.1908,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids284+11+08+16+M,104,511,0,1.0,93,20.7,34.3,8.3,44,80,17,879.2,14.2,14.4,14.0,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s284,18.00,18.00,17.00,8.00,2.00,18.00,18.00,95.00,511.00,77.00,153.00,79.00,64.00,213.00,100.00,393.00,338.00,265.00,85.00,28.00,1.00,1.00,0.00,0.00
08/11/16,Smoke RMK 112 (Smoke #11),44.4561,-118.7093,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm11+11+08+16+M,2,3,2,1.4,-9999,32.1,34.7,28.7,21,23,20,894.9,13.9,13.9,13.8,1.84,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.00,3.00,3.00,2.00
08/11/16,Smoke RMK 114 (Smoke #19),39.7144,-105.1239,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm19+11+08+16+M,2,2,1,0.5,-9999,33.7,34.6,32.2,21,25,19,-9999,14.0,14.0,14.0,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm19,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.00,1.00
08/11/16,Smoke RMK 121 (Smoke #68),39.7144,-105.1239,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm68+11+08+16+M,4,6,1,1.3,-9999,22.2,30.1,17.9,44,58,22,826.8,14.3,14.3,14.1,2.00,16:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm68,0.00,2.00,2.00,3.00,3.00,3.00,4.00,5.00,6.00,5.00,5.00,5.00,5.00,6.00,4.00,3.00,1.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999
08/11/16,Smoke RMK 126 (Smoke #217),44.1708,-114.9268,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids217+11+08+16+M,27,65,3,1.3,200,14.2,29.6,0.8,44,81,15,804.2,14.3,14.4,14.1,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s217,1.00,3.00,7.00,27.00,41.00,49.00,64.00,65.00,54.00,42.00,35.00,32.00,31.00,23.00,29.00,28.00,31.00,21.00,11.00,4.00,5.00,17.00,10.00,7.00
08/11/16,Smoke RMK 131 (USFS R2-924),38.3735,-105.6875,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?id2924+11+08+16+M,6,16,0,1.5,260,25.9,38.3,17.7,37,60,12,806.7,14.2,14.3,14.1,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=2924,32.00,4.00,0.00,3.00,4.00,10.00,14.00,16.00,15.00,15.00,13.00,11.00,11.00,11.00,11.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
08/11/16,Smoke USFS R1-52,48.8978,-115.0584,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids152+11+08+16+M,2,4,0,1.0,123,19.8,30.5,14.7,69,86,37,925.1,14.1,14.2,14.0,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=s152,2.00,2.00,2.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,3.00,4.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
08/11/16,Smoke USFS R2-65,39.7144,-105.1239,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids265+11+08+16+M,2,4,1,0.5,-9999,25.2,35.2,18.6,4,21,1,826.7,14.0,14.0,13.9,2.00,20:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=s265,1.00,1.00,1.00,2.00,2.00,3.00,3.00,3.00,2.00,2.00,3.00,3.00,3.00,4.00,4.00,2.00,1.00,3.00,2.00,1.00,1.00,-9999,-9999,-9999
08/11/16,Smoke USFS R2-69,38.9792,-105.3531,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids269+11+08+16+M,0,1,0,0.3,1,18.5,31.6,9.2,1,1,0,760.1,14.2,14.4,14.0,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=s269,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00
08/11/16,Smoke NPS Yosemite 01,37.6471,-119.704,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsmy1+11+08+16+M,229,421,11,0.8,-9999,7.7,23.3,1.1,43,55,26,-10.0,14.4,14.4,14.4,8.30,21:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=smy1,14.00,11.00,-9999,-9999,18.00,14.00,15.00,23.00,15.00,12.00,15.00,13.00,418.00,421.00,421.00,421.00,421.00,421.00,421.00,-9999,421.00,421.00,-9999,421.00
08/11/16,Smoke USFS R8-34,35.3937,-82.7744,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids834+11+08+16+M,1,3,0,0.3,-9999,21.0,24.9,18.8,1,-9999,-9999,-9999,14.2,14.2,14.1,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=s834,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.00,0.00,0.00,0.00,2.00,2.00,2.00,3.00,0.00
08/11/16,Smoke USFS R1-306,46.7534,-114.0903,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?id1306+11+08+16+M,2,3,0,1.0,302,18.1,29.8,9.7,63,88,34,-9999,14.2,14.3,14.0,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=1306,1.00,1.00,1.00,1.00,3.00,3.00,3.00,1.00,2.00,2.00,2.00,2.00,3.00,2.00,2.00,1.00,1.00,3.00,0.00,1.00,1.00,1.00,1.00,2.00
08/11/16,Smoke USFS 3016,44.083,-115.623,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids316+11+08+16+M,183,538,23,0.5,-9999,11.8,28.3,4.3,70,95,20,887.7,14.2,14.4,14.0,1.30,16:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=s316,51.00,42.00,265.00,276.00,538.00,165.00,316.00,210.00,218.00,144.00,183.00,126.00,197.00,154.00,50.00,23.00,26.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999
