,,Position (Deg.),,,Concentration (µg/m3),,,Wind,,Air Temperature (Deg. C.),,,Humidity (Percent),,,Barometer,Battery Voltage (volts),,,Air Flow (totalizer),,,Concentration by Hour,,,,,,,,,,,,,,,,,,,,,,,
Date,Station,Latitude,Longitude,Station Chart Link,Mean,Max,Min,Ave Vel. (m/s),V. Dir. (Deg),Mean,Max,Min,Mean,Max,Min,Baro. Pressure (mbars),Mean,Max,Min,Mean,Time of latest ob,Airfire QC Report Link,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
11/24/14,Smoke RMK 104 (Smoke #15),39.8859,-105.7635,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm15+24+11+14+M,0,2,0,3.5,324,-9.2,-5.6,-10.5,74,81,62,720.1,14.4,14.4,14.4,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm15,1.00,1.00,1.00,1.00,1.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
11/24/14,Smoke RMK 105 (Smoke #17),39.9102,-105.7977,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm17+24+11+14+M,1,6,0,0.3,2,-7.1,-2.7,-8.7,71,80,55,721.7,14.4,14.4,14.2,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm17,1.00,1.00,0.00,1.00,1.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,1.00
11/24/14,Smoke RMK 106 (Smoke #66),47.5466,-116.2295,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm66+24+11+14+M,15,64,2,0.4,287,2.4,4.9,-0.6,87,90,80,937.0,14.4,14.4,14.4,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm66,5.00,2.00,2.00,64.00,6.00,12.00,20.00,14.00,24.00,11.00,15.00,9.00,9.00,15.00,10.00,14.00,20.00,20.00,27.00,17.00,11.00,8.00,8.00,8.00
11/24/14,Smoke RMK 110 (Smoke #215),44.2609,-121.1469,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids215+24+11+14+M,2,4,1,1.3,125,5.0,10.6,1.3,73,93,48,918.2,14.4,14.4,14.3,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s215,2.00,2.00,3.00,2.00,2.00,2.00,2.00,3.00,3.00,4.00,4.00,3.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,1.00,2.00
11/24/14,Smoke RMK 116 (Smoke #21),39.9192,-105.7845,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm21+24+11+14+M,0,2,0,1.6,142,-7.3,-3.2,-8.6,71,80,58,-9999,14.4,14.4,14.4,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm21,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
11/24/14,Smoke RMK 125 (Smoke #216),47.5501,-116.2944,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids216+24+11+14+M,15,46,0,0.6,150,3.2,5.7,-0.1,86,91,75,942.5,14.4,14.4,14.4,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s216,7.00,6.00,4.00,1.00,0.00,18.00,9.00,5.00,5.00,7.00,12.00,8.00,40.00,24.00,31.00,19.00,29.00,15.00,17.00,14.00,21.00,9.00,46.00,14.00
11/24/14,Smoke RMK 126 (Smoke #217),47.5455,-116.1792,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids217+24+11+14+M,18,50,0,0.5,305,6.3,9.9,3.9,94,99,84,944.0,14.4,14.4,14.4,1.82,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s217,7.00,42.00,13.00,0.00,3.00,17.00,13.00,6.00,21.00,25.00,27.00,28.00,25.00,36.00,29.00,23.00,50.00,19.00,16.00,8.00,6.00,6.00,9.00,5.00
11/24/14,Smoke USFS R2-65,43.9861,-121.3984,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids265+24+11+14+M,0,1,0,1.7,211,3.1,8.0,-0.4,81,100,60,886.1,14.2,14.2,14.1,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=s265,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
11/24/14,Smoke USFS R2-264,46.9272,-114.0959,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?id2264+24+11+14+M,42,75,3,1.4,-9999,12.9,16.3,9.6,41,49,31,-9999,14.1,14.3,13.7,1.50,21:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=2264,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,49.00,75.00,3.00,-9999,-9999
