,,Position (Deg.),,,Concentration (µg/m3),,,Wind,,Air Temperature (Deg. C.),,,Humidity (Percent),,,Barometer,Battery Voltage (volts),,,Air Flow (totalizer),,,Concentration by Hour,,,,,,,,,,,,,,,,,,,,,,,
Date,Station,Latitude,Longitude,Station Chart Link,Mean,Max,Min,Ave Vel. (m/s),V. Dir. (Deg),Mean,Max,Min,Mean,Max,Min,Baro. Pressure (mbars),Mean,Max,Min,Mean,Time of latest ob,Airfire QC Report Link,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
08/24/11,Smoke RMK 105 (Smoke #17),33.5898,-85.8524,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm17+24+08+11+M,9,13,6,1.7,-9999,31.2,42.4,22.9,48,64,26,992.2,14.0,14.1,13.9,1.96,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm17,6.00,6.00,8.00,8.00,12.00,10.00,8.00,8.00,8.00,7.00,7.00,9.00,8.00,12.00,12.00,13.00,-9999,8.00,8.00,8.00,8.00,8.00,8.00,8.00
08/24/11,Smoke RMK 113 (Smoke #16),33.4412,-86.08,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm16+24+08+11+M,7,12,4,0.8,72,30.6,43.8,19.9,58,86,27,-9999,14.1,14.2,13.9,1.96,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm16,5.00,6.00,7.00,5.00,5.00,6.00,6.00,4.00,5.00,4.00,5.00,4.00,5.00,6.00,8.00,12.00,10.00,8.00,8.00,8.00,8.00,7.00,7.00,7.00
08/24/11,Smoke RMK 116 (Smoke #21),33.693,-85.6852,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm21+24+08+11+M,9,13,4,0.7,281,29.5,42.0,19.1,68,96,31,-9999,14.1,14.2,14.0,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm21,5.00,10.00,9.00,10.00,11.00,9.00,11.00,9.00,12.00,12.00,13.00,12.00,12.00,11.00,10.00,10.00,11.00,8.00,7.00,6.00,5.00,5.00,4.00,4.00
08/24/11,Smoke RMK 117 (Smoke #22),37.5674,-112.0546,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm22+24+08+11+M,1,2,0,1.6,8,27.2,40.6,18.4,34,50,13,822.5,14.1,14.2,14.0,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm22,0.00,0.00,0.00,1.00,1.00,1.00,2.00,1.00,2.00,2.00,2.00,1.00,2.00,2.00,2.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
08/24/11,Smoke RMK 118 (Smoke #23),37.6667,-112.163,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm23+24+08+11+M,2,5,0,1.1,206,20.1,34.1,10.1,59,88,21,773.3,14.1,14.2,13.9,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm23,2.00,1.00,2.00,2.00,2.00,1.00,2.00,1.00,4.00,3.00,3.00,5.00,4.00,4.00,5.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00
08/24/11,Smoke RMK 119 (Smoke #24),37.6256,-112.0821,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm24+24+08+11+M,1,3,0,1.3,94,27.1,39.1,17.2,36,61,17,810.8,14.1,14.2,14.0,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm24,2.00,3.00,1.00,1.00,1.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00
