,,Position (Deg.),,,Concentration (µg/m3),,,Wind,,Air Temperature (Deg. C.),,,Humidity (Percent),,,Barometer,Battery Voltage (volts),,,Air Flow (totalizer),,,Concentration by Hour,,,,,,,,,,,,,,,,,,,,,,,
Date,Station,Latitude,Longitude,Station Chart Link,Mean,Max,Min,Ave Vel. (m/s),V. Dir. (Deg),Mean,Max,Min,Mean,Max,Min,Baro. Pressure (mbars),Mean,Max,Min,Mean,Time of latest ob,Airfire QC Report Link,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
08/15/24,Smoke RMK 100 (Smoke #659),44.1787,-122.119,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids659+15+08+24+M,9,18,4,0.8,266,19.6,28.9,15.3,68,90,33,966.3,14.4,14.5,14.3,1.88,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s659,4.00,4.00,5.00,5.00,7.00,7.00,18.00,17.00,16.00,14.00,15.00,13.00,11.00,11.00,10.00,7.00,6.00,6.00,5.00,5.00,6.00,9.00,9.00,12.00
08/15/24,Smoke RMK 103 (Smoke #662),45.9995,-121.5417,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids662+15+08+24+M,6,17,4,0.9,155,21.5,28.8,15.3,63,83,42,947.9,14.5,14.6,14.4,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s662,5.00,5.00,6.00,7.00,7.00,7.00,6.00,6.00,7.00,17.00,7.00,6.00,9.00,5.00,6.00,6.00,7.00,7.00,6.00,6.00,5.00,4.00,4.00,5.00
08/15/24,Smoke RMK 105 (Smoke #17),43.1921,-122.1367,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm17+15+08+24+M,71,172,24,1.4,321,14.3,20.7,10.9,68,85,46,6.3,14.4,14.4,14.3,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm17,104.00,150.00,129.00,27.00,35.00,59.00,74.00,58.00,46.00,32.00,24.00,28.00,46.00,50.00,52.00,48.00,78.00,172.00,151.00,63.00,60.00,57.00,62.00,107.00
08/15/24,Smoke RMK 106 (Smoke #66),39.7144,-105.124,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm66+15+08+24+M,3,4,3,1.4,-9999,23.7,30.4,18.0,48,64,30,829.4,14.5,14.5,14.4,2.00,19:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm66,2.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,4.00,4.00,4.00,4.00,4.00,3.00,3.00,3.00,-9999,-9999,-9999,-9999
08/15/24,Smoke RMK 108 (Smoke #456),45.5341,-121.57,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids456+15+08+24+M,5,6,4,1.2,207,22.2,30.0,17.2,63,79,42,960.6,14.4,14.4,14.3,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s456,5.00,4.00,5.00,5.00,6.00,6.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,4.00,4.00,4.00,4.00,4.00
08/15/24,Smoke RMK 109 (Smoke #84),45.4073,-113.9975,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids284+15+08+24+M,7,9,3,1.1,64,23.2,32.4,14.1,34,59,15,890.4,14.5,14.5,14.4,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s284,7.00,7.00,8.00,8.00,8.00,7.00,8.00,8.00,8.00,8.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,6.00,6.00,6.00,9.00,5.00
08/15/24,Smoke RMK 111 (Smoke #455),46.023,-121.3013,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids455+15+08+24+M,58,198,6,0.9,239,21.3,30.1,13.0,53,72,24,948.4,14.4,14.5,14.4,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s455,6.00,10.00,8.00,9.00,26.00,38.00,19.00,28.00,53.00,82.00,70.00,78.00,69.00,123.00,185.00,198.00,157.00,113.00,56.00,20.00,9.00,8.00,6.00,16.00
08/15/24,Smoke RMK 112 (Smoke #11),48.3085,-120.6568,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm11+15+08+24+M,28,50,8,0.8,14,26.0,34.7,19.2,53,75,27,970.7,14.4,14.5,14.3,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm11,9.00,9.00,8.00,9.00,12.00,17.00,29.00,35.00,37.00,44.00,37.00,39.00,48.00,31.00,33.00,38.00,29.00,50.00,43.00,41.00,28.00,22.00,15.00,11.00
08/15/24,Smoke RMK 113 (Smoke #16),39.7144,-105.1239,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm16+15+08+24+M,1,3,1,1.5,-9999,20.6,27.0,16.0,45,58,30,829.0,14.5,14.5,14.5,2.00,16:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm16,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,3.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999
