,,Position (Deg.),,,Concentration (µg/m3),,,Wind,,Air Temperature (Deg. C.),,,Humidity (Percent),,,Barometer,Battery Voltage (volts),,,Air Flow (totalizer),,,Concentration by Hour,,,,,,,,,,,,,,,,,,,,,,,
Date,Station,Latitude,Longitude,Station Chart Link,Mean,Max,Min,Ave Vel. (m/s),V. Dir. (Deg),Mean,Max,Min,Mean,Max,Min,Baro. Pressure (mbars),Mean,Max,Min,Mean,Time of latest ob,Airfire QC Report Link,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
10/10/14,Smoke #13,44.4363,-118.1893,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm13+10+10+14+M,6,36,0,1.0,67,11.9,26.3,0.2,54,85,21,875.9,14.2,14.4,13.9,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=sm13,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,5.00,5.00,7.00,6.00,10.00,12.00,10.00,8.00,8.00,5.00,36.00
10/10/14,Smoke RMK 104 (Smoke #15),39.8859,-105.7635,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm15+10+10+14+M,0,1,0,1.6,112,7.5,15.2,3.9,65,90,39,728.7,14.3,14.4,14.2,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
10/10/14,Smoke RMK 109 (Smoke #84),44.4632,-118.713,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids284+10+10+14+M,6,13,0,0.9,-9999,12.6,22.8,6.1,49,67,25,894.2,11.9,12.2,11.5,2.00,8:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s284,1.00,0.00,1.00,3.00,8.00,13.00,5.00,9.00,5.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10/10/14,Smoke RMK 110 (Smoke #215),44.2609,-121.1469,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids215+10+10+14+M,16,73,2,1.2,136,15.9,29.4,5.3,42,66,25,910.9,14.2,14.4,14.0,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s215,2.00,2.00,2.00,3.00,3.00,4.00,3.00,3.00,3.00,3.00,13.00,52.00,73.00,71.00,35.00,12.00,27.00,9.00,31.00,15.00,10.00,6.00,3.00,2.00
10/10/14,Smoke RMK 112 (Smoke #11),38.6935,-108.1473,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm11+10+10+14+M,3,5,0,0.5,40,16.7,26.4,12.4,81,99,39,847.4,14.1,14.1,13.9,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm11,5.00,4.00,4.00,4.00,4.00,4.00,4.00,5.00,4.00,4.00,4.00,3.00,3.00,2.00,2.00,2.00,2.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00
10/10/14,Smoke RMK 113 (Smoke #16),43.9034,-116.3732,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm16+10+10+14+M,1832,43903,0,4.2,-9999,9.7,21.9,0.4,62,91,0,-9999,-27.9,14.4,-999.0,2.29,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm16,1.00,0.00,0.00,1.00,0.00,2.00,1.00,2.00,3.00,2.00,2.00,0.00,1.00,2.00,1.00,2.00,6.00,43903.41,8.00,15.00,5.00,3.00,6.00,3.00
10/10/14,Smoke RMK 116 (Smoke #21),39.9192,-105.7845,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm21+10+10+14+M,1,2,0,1.7,313,8.7,16.4,4.1,63,83,38,-9999,14.4,14.4,14.3,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm21,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
10/10/14,Smoke #86,46.9268,-114.0963,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm86+10+10+14+M,2,4,1,0.7,202,16.6,29.9,7.9,56,81,23,905.0,14.2,14.3,14.0,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=sm86,3.00,2.00,2.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,3.00,4.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
10/10/14,Smoke USFS R9-15,43.816,-71.6659,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids915+10+10+14+M,0,0,0,1.0,-9999,15.6,18.3,11.8,44,64,35,994.1,12.7,13.0,12.4,1.96,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=s915,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.00,0.00,0.00,0.00,0.00,0.00
