,,Position (Deg.),,,Concentration (µg/m3),,,Wind,,Air Temperature (Deg. C.),,,Humidity (Percent),,,Barometer,Battery Voltage (volts),,,Air Flow (totalizer),,,Concentration by Hour,,,,,,,,,,,,,,,,,,,,,,,
Date,Station,Latitude,Longitude,Station Chart Link,Mean,Max,Min,Ave Vel. (m/s),V. Dir. (Deg),Mean,Max,Min,Mean,Max,Min,Baro. Pressure (mbars),Mean,Max,Min,Mean,Time of latest ob,Airfire QC Report Link,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
04/15/18,Smoke #13,39.7144,-105.1239,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm13+15+04+18+M,0,0,0,0.3,2,9.8,21.8,0.2,0,1,0,826.3,14.2,14.4,14.0,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=sm13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
04/15/18,Smoke RMK 105 (Smoke #17),42.5536,-121.9205,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm17+15+04+18+M,5,21,0,1.5,244,4.9,11.7,1.8,79,95,45,864.2,14.4,14.4,14.4,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm17,0.00,0.00,1.00,2.00,16.00,21.00,16.00,15.00,15.00,8.00,2.00,2.00,1.00,0.00,1.00,0.00,4.00,3.00,3.00,2.00,1.00,2.00,0.00,0.00
04/15/18,Smoke RMK 107 (Smoke #67),39.4334,-105.1267,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm67+15+04+18+M,0,1,0,1.5,70,9.2,20.2,1.1,44,64,23,815.3,14.3,14.4,14.1,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
04/15/18,Smoke RMK 114 (Smoke #19),42.5795,-121.6912,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm19+15+04+18+M,1,3,0,2.4,-9999,7.6,14.0,4.2,71,93,32,-9999,14.4,14.4,14.3,2.00,19:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm19,0.00,0.00,0.00,1.00,1.00,2.00,3.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,1.00,-9999,-9999,-9999,-9999
04/15/18,Smoke RMK 119 (Smoke #24),39.7144,-105.1239,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?idsm24+15+04+18+M,3,22,0,0.3,2,10.2,22.0,1.3,0,1,0,827.5,14.3,14.4,14.1,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=sm24,24.00,22.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,8.00,10.00,14.00,15.00
04/15/18,Smoke RMK 125 (Smoke #216),42.6418,-121.8832,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids216+15+04+18+M,1,2,0,0.6,227,8.2,15.4,5.1,78,95,37,864.8,14.4,14.4,14.2,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=s216,0.00,0.00,0.00,1.00,2.00,2.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00
04/15/18,Smoke USFS R2-65,39.389,-105.2734,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids265+15+04+18+M,3,13,0,1.0,165,5.8,19.0,-6.3,51,87,19,796.8,14.4,14.4,14.3,2.00,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=s265,0.00,0.00,1.00,2.00,6.00,4.00,5.00,5.00,5.00,6.00,4.00,4.00,5.00,5.00,5.00,13.00,4.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00
04/15/18,Smoke USFS R3-86,35.6871,-105.8956,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ids386+15+04+18+M,1,19,-5,0.3,1,14.2,30.1,-0.1,0,1,0,-9999,14.4,14.4,14.4,16.70,24:00,https://tools.airfire.org/monitor-qc-report/v4/wrcc?unitID=s386,-5.00,17.00,-1.00,8.00,-1.00,7.00,-5.00,2.00,-5.00,19.00,7.00,-5.00,4.00,0.00,-5.00,-4.00,-5.00,-5.00,6.00,0.00,-5.00,-1.00,3.00,-5.00
04/15/18,Smoke RMK 413 (EBAM #866),39.7144,-105.124,https://wrcc.dri.edu/cgi-bin/rawMAIN4.pl?ide866+15+04+18+M,4,11,-5,1.2,65,5.5,15.1,-2.5,39,66,19,-9999,13.9,13.9,13.8,16.70,24:00,https://tools.airfire.org/monitor-qc-report/v2/wrcc?unitID=e866,-5.00,6.00,0.00,6.00,6.00,1.00,8.00,8.00,6.00,-1.00,11.00,1.00,7.00,7.00,-5.00,9.00,3.00,-1.00,1.00,9.00,-3.00,11.00,4.00,-2.00
